repo_name,file_html,cl,me,stmt_code,parent_code,code,complicate_code,temporary_flag,create_fun_flag,temprorary,func
bi-att-flow,https://github.com/allenai/bi-att-flow/tree/master/basic/read_data.py,,read_data$158,"idx2vec_dict = {idx: word2vec_dict[word] for (word, idx) in new_word2idx_dict.items()}","idx2vec_dict = {idx: word2vec_dict[word] for (word, idx) in new_word2idx_dict.items()}","idx2vec_dict = {idx: word2vec_dict[word] for (word, idx) in new_word2idx_dict.items()}","idx2vec_dict = dict()
for (word, idx) in new_word2idx_dict.items():
    idx2vec_dict[idx] = word2vec_dict[word]
",0,0,0,0
psycopg,https://github.com/psycopg/psycopg/tree/master/psycopg/psycopg/pq/pq_ctypes.py,Conninfo,_options_from_array$938,"d = {kw: getattr(opt, kw) for kw in skws}","d = {kw: getattr(opt, kw) for kw in skws}","d = {kw: getattr(opt, kw) for kw in skws}","d = dict()
for kw in skws:
    d[kw] = getattr(opt, kw)
",0,0,0,0
qiskit-terra,https://github.com/Qiskit/qiskit-terra/tree/master/test/python/transpiler/test_stochastic_swap.py,TestStochasticSwapRandomCircuitValidOutput,assert_valid_circuit$1224,"_visit_block(transpiled, qubit_mapping={qubit: index for (index, qubit) in enumerate(transpiled.qubits)})","qubit_mapping={qubit: index for (index, qubit) in enumerate(transpiled.qubits)}","qubit_mapping={qubit: index for (index, qubit) in enumerate(transpiled.qubits)}","def my_comprehension_func(transpiled):
    tmp_DictComp0 = dict()
    for (index, qubit) in enumerate(transpiled.qubits):
        tmp_DictComp0[qubit] = index
    return tmp_DictComp0
_visit_block(transpiled, qubit_mapping=my_comprehension_func(transpiled))",1,1,1,0
Bert-Multi-Label-Text-Classification,https://github.com/lonePatient/Bert-Multi-Label-Text-Classification/tree/master//run_albert.py,,run_train$25,"id2label = {i: label for (i, label) in enumerate(label_list)}","id2label = {i: label for (i, label) in enumerate(label_list)}","id2label = {i: label for (i, label) in enumerate(label_list)}","id2label = dict()
for (i, label) in enumerate(label_list):
    id2label[i] = label
",0,0,0,0
splash,https://github.com/scrapinghub/splash/tree/master/splash/engines/webkit/render_scripts.py,JsonRender,start$155,self.include = {inc: kwargs.pop(inc) for inc in include_options},self.include = {inc: kwargs.pop(inc) for inc in include_options},self.include = {inc: kwargs.pop(inc) for inc in include_options},"self.include = dict()
for inc in include_options:
    self.include[inc] = kwargs.pop(inc)
",0,0,0,0
mesh,https://github.com/tensorflow/mesh/tree/master/mesh_tensorflow/transformer/dataset.py,,pack_dataset$479,"return {k: tf.reshape(v, [length[k]]) for (k, v) in x.items()}","return {k: tf.reshape(v, [length[k]]) for (k, v) in x.items()}","return {k: tf.reshape(v, [length[k]]) for (k, v) in x.items()}","tmp_DictComp0 = dict()
for (k, v) in x.items():
    tmp_DictComp0[k] = tf.reshape(v, [length[k]])
return tmp_DictComp0",1,0,1,0
mopidy,https://github.com/mopidy/mopidy/tree/master/mopidy/core/playlists.py,PlaylistsController,as_list$47,futures = {backend: backend.playlists.as_list() for backend in set(self.backends.with_playlists.values())},futures = {backend: backend.playlists.as_list() for backend in set(self.backends.with_playlists.values())},futures = {backend: backend.playlists.as_list() for backend in set(self.backends.with_playlists.values())},"futures = dict()
for backend in set(self.backends.with_playlists.values()):
    futures[backend] = backend.playlists.as_list()
",0,0,0,0
hent-AI,https://github.com/natethegreate/hent-AI/tree/master/mrcnn/utils.py,Dataset,prepare$294,"self.image_from_source_map = {'{}.{}'.format(info['source'], info['id']): id for (info, id) in zip(self.image_info, self.image_ids)}","self.image_from_source_map = {'{}.{}'.format(info['source'], info['id']): id for (info, id) in zip(self.image_info, self.image_ids)}","self.image_from_source_map = {'{}.{}'.format(info['source'], info['id']): id for (info, id) in zip(self.image_info, self.image_ids)}","tmp_DictComp0 = dict()
for (info, id) in zip(self.image_info, self.image_ids):
    tmp_DictComp0['{}.{}'.format(info['source'], info['id'])] = id
self.image_from_source_map = tmp_DictComp0",1,0,1,0
autonomous-learning-library,https://github.com/cpnota/autonomous-learning-library/tree/master/all/core/state.py,StateArray,__getitem__$360,"return StateArray({k: v[key] for (k, v) in self.items()}, shape, device=self.device)","StateArray({k: v[key] for (k, v) in self.items()}, shape, device=self.device)","StateArray({k: v[key] for (k, v) in self.items()}, shape, device=self.device)","tmp_DictComp0 = dict()
for (k, v) in self.items():
    tmp_DictComp0[k] = v[key]
return StateArray(tmp_DictComp0, shape, device=self.device)",1,0,1,0
airflow,https://github.com/apache/airflow/tree/master/tests/operators/test_python.py,TestPythonBase,_assert_calls_equal$109,"first.kwargs = {key: value for (key, value) in first.kwargs.items() if key in test_args}","first.kwargs = {key: value for (key, value) in first.kwargs.items() if key in test_args}","first.kwargs = {key: value for (key, value) in first.kwargs.items() if key in test_args}","tmp_DictComp0 = dict()
for (key, value) in first.kwargs.items():
    if key in test_args:
        tmp_DictComp0[key] = value
first.kwargs = tmp_DictComp0",1,0,1,0
qiskit-terra,https://github.com/Qiskit/qiskit-terra/tree/master/qiskit/opflow/state_fns/sparse_vector_state_fn.py,SparseVectorStateFn,to_dict_fn$109,"new_dict = {format(i[1], 'b').zfill(num_qubits): v for (i, v) in dok.items()}","new_dict = {format(i[1], 'b').zfill(num_qubits): v for (i, v) in dok.items()}","new_dict = {format(i[1], 'b').zfill(num_qubits): v for (i, v) in dok.items()}","new_dict = dict()
for (i, v) in dok.items():
    new_dict[format(i[1], 'b').zfill(num_qubits)] = v
",0,0,0,0
joinmarket-clientserver,https://github.com/JoinMarket-Org/joinmarket-clientserver/tree/master/jmclient/jmclient/wallet.py,UTXOManager,select_utxos$231,"return {s['utxo']: {'path': utxos[s['utxo']][0], 'value': utxos[s['utxo']][1]} for s in selected}","return {s['utxo']: {'path': utxos[s['utxo']][0], 'value': utxos[s['utxo']][1]} for s in selected}","return {s['utxo']: {'path': utxos[s['utxo']][0], 'value': utxos[s['utxo']][1]} for s in selected}","tmp_DictComp0 = dict()
for s in selected:
    tmp_DictComp0[s['utxo']] = {'path': utxos[s['utxo']][0], 'value': utxos[s['utxo']][1]}
return tmp_DictComp0",1,0,1,0
hydrus,https://github.com/hydrusnetwork/hydrus/tree/master/hydrus/server/ServerDB.py,DB,_ModifyAccountTypes$1370,future_account_type_keys_to_account_types = {account_type.GetAccountTypeKey(): account_type for account_type in account_types},future_account_type_keys_to_account_types = {account_type.GetAccountTypeKey(): account_type for account_type in account_types},future_account_type_keys_to_account_types = {account_type.GetAccountTypeKey(): account_type for account_type in account_types},"future_account_type_keys_to_account_types = dict()
for account_type in account_types:
    future_account_type_keys_to_account_types[account_type.GetAccountTypeKey()] = account_type
",0,0,0,0
fiber,https://github.com/uber/fiber/tree/master/fiber/config.py,,get_dict$210,return {k: global_vars[k] for k in vars(_current_config)},return {k: global_vars[k] for k in vars(_current_config)},return {k: global_vars[k] for k in vars(_current_config)},"tmp_DictComp0 = dict()
for k in vars(_current_config):
    tmp_DictComp0[k] = global_vars[k]
return tmp_DictComp0",1,0,1,0
DLTK,https://github.com/DLTK/DLTK/tree/master/dltk/utils.py,,sliding_window_segmentation_inference$83,"padded_dict = {k: np.pad(v, padding, mode='constant') for (k, v) in sample_dict.items()}","padded_dict = {k: np.pad(v, padding, mode='constant') for (k, v) in sample_dict.items()}","padded_dict = {k: np.pad(v, padding, mode='constant') for (k, v) in sample_dict.items()}","padded_dict = dict()
for (k, v) in sample_dict.items():
    padded_dict[k] = np.pad(v, padding, mode='constant')
",0,0,0,0
Just-Code,https://github.com/YaxeZhang/Just-Code/tree/master/src/1255.maximum-score-words-formed-by-letters/maximum-score-words-formed-by-letters.py,Solution,maxScoreWords$2,"dfs(j + 1, curr_score + words_score[j], {c: n - wcnt.get(c, 0) for (c, n) in counter.items()})","dfs(j + 1, curr_score + words_score[j], {c: n - wcnt.get(c, 0) for (c, n) in counter.items()})","dfs(j + 1, curr_score + words_score[j], {c: n - wcnt.get(c, 0) for (c, n) in counter.items()})","tmp_DictComp0 = dict()
for (c, n) in counter.items():
    tmp_DictComp0[c] = n - wcnt.get(c, 0)
dfs(j + 1, curr_score + words_score[j], tmp_DictComp0)",1,0,1,0
transformers,https://github.com/huggingface/transformers/tree/master/examples/research_projects/jax-projects/big_bird/prepare_natural_questions.py,,_get_single_answer$16,a = {k: [a[k]] for k in a},a = {k: [a[k]] for k in a},a = {k: [a[k]] for k in a},"tmp_DictComp0 = dict()
for k in a:
    tmp_DictComp0[k] = [a[k]]
a = tmp_DictComp0",1,0,1,0
buffalo,https://github.com/kakao/buffalo/tree/master/buffalo/algo/base.py,Algo,build_userid_map$178,self._idmanager.userid_map = {str(i): i for i in range(header['num_users'])},self._idmanager.userid_map = {str(i): i for i in range(header['num_users'])},self._idmanager.userid_map = {str(i): i for i in range(header['num_users'])},"self._idmanager.userid_map = dict()
for i in range(header['num_users']):
    self._idmanager.userid_map[str(i)] = i
",0,0,0,0
programmingbitcoin,https://github.com/jimmysong/programmingbitcoin/tree/master/code-ch08/tx.py,TxFetcher,dump_cache$65,"to_dump = {k: tx.serialize().hex() for (k, tx) in cls.cache.items()}","to_dump = {k: tx.serialize().hex() for (k, tx) in cls.cache.items()}","to_dump = {k: tx.serialize().hex() for (k, tx) in cls.cache.items()}","to_dump = dict()
for (k, tx) in cls.cache.items():
    to_dump[k] = tx.serialize().hex()
",0,0,0,0
dbt-core,https://github.com/dbt-labs/dbt-core/tree/master/test/unit/test_linker.py,,_mock_manifest$16,"manifest = mock.MagicMock(nodes={n: mock.MagicMock(unique_id=n, package_name='pkg', name=n, empty=False, config=config, fqn=['pkg', n]) for n in nodes})","nodes={n: mock.MagicMock(unique_id=n, package_name='pkg', name=n, empty=False, config=config, fqn=['pkg', n]) for n in nodes}","nodes={n: mock.MagicMock(unique_id=n, package_name='pkg', name=n, empty=False, config=config, fqn=['pkg', n]) for n in nodes}","def my_comprehension_func(mock):
    tmp_DictComp0 = dict()
    for n in nodes:
        tmp_DictComp0[n] = mock.MagicMock(unique_id=n, package_name='pkg', name=n, empty=False, config=config, fqn=['pkg', n])
    return tmp_DictComp0
manifest = mock.MagicMock(nodes=my_comprehension_func(mock))",1,1,1,0
ByteTrack,https://github.com/ifzhang/ByteTrack/tree/master/tutorials/motr/motr.py,ClipMatcher,match_for_single_frame$175,"self.losses_dict.update({'frame_{}_aux{}_{}'.format(self._current_frame_idx, i, key): value for (key, value) in l_dict.items()})","self.losses_dict.update({'frame_{}_aux{}_{}'.format(self._current_frame_idx, i, key): value for (key, value) in l_dict.items()})","self.losses_dict.update({'frame_{}_aux{}_{}'.format(self._current_frame_idx, i, key): value for (key, value) in l_dict.items()})","def my_comprehension_func(self):
    tmp_DictComp0 = dict()
    for (key, value) in l_dict.items():
        tmp_DictComp0['frame_{}_aux{}_{}'.format(self._current_frame_idx, i, key)] = value
    return tmp_DictComp0
self.losses_dict.update(my_comprehension_func(self))",1,1,1,0
holoviews,https://github.com/holoviz/holoviews/tree/master/holoviews/tests/plotting/matplotlib/test_overlayplot.py,TestOverlayPlot,cb$63,"return NdOverlay({i: Curve(np.arange(10) + i) for i in range(X - 2, X)})","NdOverlay({i: Curve(np.arange(10) + i) for i in range(X - 2, X)})","NdOverlay({i: Curve(np.arange(10) + i) for i in range(X - 2, X)})","tmp_DictComp0 = dict()
for i in range(X - 2, X):
    tmp_DictComp0[i] = Curve(np.arange(10) + i)
return NdOverlay(tmp_DictComp0)",1,0,1,0
matplotlib,https://github.com/matplotlib/matplotlib/tree/master/lib/matplotlib/axes/_base.py,_AxesBase,ticklabel_format$3282,"axis_map = {**{k: [v] for (k, v) in self._axis_map.items()}, 'both': list(self._axis_map.values())}","{**{k: [v] for (k, v) in self._axis_map.items()}, 'both': list(self._axis_map.values())}","{**{k: [v] for (k, v) in self._axis_map.items()}, 'both': list(self._axis_map.values())}","def my_comprehension_func(self):
    tmp_DictComp0 = dict()
    for (k, v) in self._axis_map.items():
        tmp_DictComp0[k] = [v]
    return tmp_DictComp0
axis_map = {**my_comprehension_func(self), 'both': list(self._axis_map.values())}",1,1,1,0
Rasa_NLU_Chi,https://github.com/crownpku/Rasa_NLU_Chi/tree/master/rasa_nlu/evaluate.py,,combine_intent_result$546,"return {k: v + results[k] for (k, v) in current_result.items()}","return {k: v + results[k] for (k, v) in current_result.items()}","return {k: v + results[k] for (k, v) in current_result.items()}","tmp_DictComp0 = dict()
for (k, v) in current_result.items():
    tmp_DictComp0[k] = v + results[k]
return tmp_DictComp0",1,0,1,0
big_transfer,https://github.com/google-research/big_transfer/tree/master/bit_pytorch/lbtoolbox.py,Chrono,__str__$106,"avgtimes = {k: self.avgtime(k, dropfirst) for k in self.timings}","avgtimes = {k: self.avgtime(k, dropfirst) for k in self.timings}","avgtimes = {k: self.avgtime(k, dropfirst) for k in self.timings}","avgtimes = dict()
for k in self.timings:
    avgtimes[k] = self.avgtime(k, dropfirst)
",0,0,0,0
gql,https://github.com/graphql-python/gql/tree/master/gql/utilities/serialize_variable_values.py,,serialize_value$53,"return {field_name: serialize_value(field.type, value[field_name]) for (field_name, field) in type_.fields.items()}","return {field_name: serialize_value(field.type, value[field_name]) for (field_name, field) in type_.fields.items()}","return {field_name: serialize_value(field.type, value[field_name]) for (field_name, field) in type_.fields.items()}","tmp_DictComp0 = dict()
for (field_name, field) in type_.fields.items():
    tmp_DictComp0[field_name] = serialize_value(field.type, value[field_name])
return tmp_DictComp0",1,0,1,0
dagster,https://github.com/dagster-io/dagster/tree/master/python_modules/dagster-graphql/dagster_graphql/schema/pipelines/pipeline.py,GrapheneGraph,resolve_solid_handles$869,"handles = {key: handle for (key, handle) in handles.items() if handle.parent and handle.parent.handleID.to_string() == parentHandleID}","handles = {key: handle for (key, handle) in handles.items() if handle.parent and handle.parent.handleID.to_string() == parentHandleID}","handles = {key: handle for (key, handle) in handles.items() if handle.parent and handle.parent.handleID.to_string() == parentHandleID}","tmp_DictComp0 = dict()
for (key, handle) in handles.items():
    if handle.parent and handle.parent.handleID.to_string() == parentHandleID:
        tmp_DictComp0[key] = handle
handles = tmp_DictComp0",1,0,1,0
torchdistill,https://github.com/yoshitomo-matsubara/torchdistill/tree/master/torchdistill/eval/coco.py,,evaluate$381,"self.ious = {(imgId, catId): computeIoU(imgId, catId) for imgId in p.imgIds for catId in catIds}","self.ious = {(imgId, catId): computeIoU(imgId, catId) for imgId in p.imgIds for catId in catIds}","self.ious = {(imgId, catId): computeIoU(imgId, catId) for imgId in p.imgIds for catId in catIds}","self.ious = dict()
for imgId in p.imgIds:
    for catId in catIds:
        self.ious[imgId, catId] = computeIoU(imgId, catId)
",0,0,0,0
sentry,https://github.com/getsentry/sentry/tree/master/src/sentry/api/serializers/models/alert_rule.py,DetailedAlertRuleSerializer,get_attrs$172,query_to_alert_rule = {ar.snuba_query_id: ar for ar in item_list},query_to_alert_rule = {ar.snuba_query_id: ar for ar in item_list},query_to_alert_rule = {ar.snuba_query_id: ar for ar in item_list},"query_to_alert_rule = dict()
for ar in item_list:
    query_to_alert_rule[ar.snuba_query_id] = ar
",0,0,0,0
sanic,https://github.com/sanic-org/sanic/tree/master/tests/test_url_building.py,,test_fails_url_build_if_param_not_passed$114,fail_kwargs = {l: l for l in fail_args},fail_kwargs = {l: l for l in fail_args},fail_kwargs = {l: l for l in fail_args},"fail_kwargs = dict()
for l in fail_args:
    fail_kwargs[l] = l
",0,0,0,0
sentry,https://github.com/getsentry/sentry/tree/master/src/sentry/api/serializers/models/activity.py,ActivitySerializer,get_attrs$15,"return {item: {'user': users[str(item.user_id)] if item.user_id else None, 'source': groups.get(item.data['source_id']) if item.type == ActivityType.UNMERGE_DESTINATION.value else None, 'destination': groups.get(item.data['destination_id']) if item.type == ActivityType.UNMERGE_SOURCE.value else None, 'commit': commits.get(item), 'pull_request': pull_requests.get(item)} for item in item_list}","return {item: {'user': users[str(item.user_id)] if item.user_id else None, 'source': groups.get(item.data['source_id']) if item.type == ActivityType.UNMERGE_DESTINATION.value else None, 'destination': groups.get(item.data['destination_id']) if item.type == ActivityType.UNMERGE_SOURCE.value else None, 'commit': commits.get(item), 'pull_request': pull_requests.get(item)} for item in item_list}","return {item: {'user': users[str(item.user_id)] if item.user_id else None, 'source': groups.get(item.data['source_id']) if item.type == ActivityType.UNMERGE_DESTINATION.value else None, 'destination': groups.get(item.data['destination_id']) if item.type == ActivityType.UNMERGE_SOURCE.value else None, 'commit': commits.get(item), 'pull_request': pull_requests.get(item)} for item in item_list}","tmp_DictComp0 = dict()
for item in item_list:
    tmp_DictComp0[item] = {'user': users[str(item.user_id)] if item.user_id else None, 'source': groups.get(item.data['source_id']) if item.type == ActivityType.UNMERGE_DESTINATION.value else None, 'destination': groups.get(item.data['destination_id']) if item.type == ActivityType.UNMERGE_SOURCE.value else None, 'commit': commits.get(item), 'pull_request': pull_requests.get(item)}
return tmp_DictComp0",1,0,1,0
conda,https://github.com/conda/conda/tree/master/conda/resolve.py,Resolve,generate_feature_count$929,"result = {self.push_MatchSpec(C, MatchSpec(track_features=name)): 1 for name in iterkeys(self.trackers)}","result = {self.push_MatchSpec(C, MatchSpec(track_features=name)): 1 for name in iterkeys(self.trackers)}","result = {self.push_MatchSpec(C, MatchSpec(track_features=name)): 1 for name in iterkeys(self.trackers)}","result = dict()
for name in iterkeys(self.trackers):
    result[self.push_MatchSpec(C, MatchSpec(track_features=name))] = 1
",0,0,0,0
qiskit-terra,https://github.com/Qiskit/qiskit-terra/tree/master/qiskit/algorithms/amplitude_estimators/ae.py,AmplitudeEstimation,estimate$336,"result.circuit_results = {np.binary_repr(k, circuit.num_qubits): round(v * shots) for (k, v) in ret.quasi_dists[0].items()}","result.circuit_results = {np.binary_repr(k, circuit.num_qubits): round(v * shots) for (k, v) in ret.quasi_dists[0].items()}","result.circuit_results = {np.binary_repr(k, circuit.num_qubits): round(v * shots) for (k, v) in ret.quasi_dists[0].items()}","result.circuit_results = dict()
for (k, v) in ret.quasi_dists[0].items():
    result.circuit_results[np.binary_repr(k, circuit.num_qubits)] = round(v * shots)
",0,0,0,0
feincms,https://github.com/feincms/feincms/tree/master/feincms/templatetags/feincms_page_tags.py,,_translate_page_into$240,translations = {t.language: t for t in page.available_translations()},translations = {t.language: t for t in page.available_translations()},translations = {t.language: t for t in page.available_translations()},"translations = dict()
for t in page.available_translations():
    translations[t.language] = t
",0,0,0,0
django,https://github.com/django/django/tree/master/django/utils/datastructures.py,MultiValueDict,dict$216,return {key: self[key] for key in self},return {key: self[key] for key in self},return {key: self[key] for key in self},"tmp_DictComp0 = dict()
for key in self:
    tmp_DictComp0[key] = self[key]
return tmp_DictComp0",1,0,1,0
holoviews,https://github.com/holoviz/holoviews/tree/master/holoviews/plotting/bokeh/chart.py,ErrorPlot,_init_glyph$567,"properties = {k: v for (k, v) in properties.items() if 'legend' not in k}","properties = {k: v for (k, v) in properties.items() if 'legend' not in k}","properties = {k: v for (k, v) in properties.items() if 'legend' not in k}","tmp_DictComp0 = dict()
for (k, v) in properties.items():
    if 'legend' not in k:
        tmp_DictComp0[k] = v
properties = tmp_DictComp0",1,0,1,0
DeepLearning,https://github.com/MingchaoZhu/DeepLearning/tree/master/code/chapter6.py,FullyConnected,hyperparams$162,"return {'layer': 'FullyConnected', 'init_w': self.init_w, 'n_in': self.n_in, 'n_out': self.n_out, 'acti_fn': str(self.acti_fn), 'optimizer': {'hyperparams': self.optimizer.hyperparams}, 'components': {k: v for (k, v) in self.params.items()}}","{'layer': 'FullyConnected', 'init_w': self.init_w, 'n_in': self.n_in, 'n_out': self.n_out, 'acti_fn': str(self.acti_fn), 'optimizer': {'hyperparams': self.optimizer.hyperparams}, 'components': {k: v for (k, v) in self.params.items()}}","{'layer': 'FullyConnected', 'init_w': self.init_w, 'n_in': self.n_in, 'n_out': self.n_out, 'acti_fn': str(self.acti_fn), 'optimizer': {'hyperparams': self.optimizer.hyperparams}, 'components': {k: v for (k, v) in self.params.items()}}","def my_comprehension_func(self):
    tmp_DictComp0 = dict()
    for (k, v) in self.params.items():
        tmp_DictComp0[k] = v
    return tmp_DictComp0
return {'layer': 'FullyConnected', 'init_w': self.init_w, 'n_in': self.n_in, 'n_out': self.n_out, 'acti_fn': str(self.acti_fn), 'optimizer': {'hyperparams': self.optimizer.hyperparams}, 'components': my_comprehension_func(self)}",1,1,1,0
distributed,https://github.com/dask/distributed/tree/master/distributed/dashboard/components/scheduler.py,WorkerTable,update$3729,data = {name: [] for name in self.names + self.extra_names},data = {name: [] for name in self.names + self.extra_names},data = {name: [] for name in self.names + self.extra_names},"data = dict()
for name in self.names + self.extra_names:
    data[name] = []
",0,0,0,0
astropy,https://github.com/astropy/astropy/tree/master/astropy/coordinates/representation.py,BaseRepresentation,transform$929,difs_cls = {k: CartesianDifferential for k in self.differentials.keys()},difs_cls = {k: CartesianDifferential for k in self.differentials.keys()},difs_cls = {k: CartesianDifferential for k in self.differentials.keys()},"difs_cls = dict()
for k in self.differentials.keys():
    difs_cls[k] = CartesianDifferential
",0,0,0,0
cloud-custodian,https://github.com/cloud-custodian/cloud-custodian/tree/master/c7n/resources/appelb.py,SetS3Logging,process$329,"info = {t['Key']: t['Value'] for t in elb.get('Tags', ())}","info = {t['Key']: t['Value'] for t in elb.get('Tags', ())}","info = {t['Key']: t['Value'] for t in elb.get('Tags', ())}","info = dict()
for t in elb.get('Tags', ()):
    info[t['Key']] = t['Value']
",0,0,0,0
batch-ppo,https://github.com/google-research/batch-ppo/tree/master/agents/tools/nested.py,,impl$150,"filtered = {k: v for (k, v) in filtered.items() if not isinstance(v, (tuple, list, dict)) or v}","filtered = {k: v for (k, v) in filtered.items() if not isinstance(v, (tuple, list, dict)) or v}","filtered = {k: v for (k, v) in filtered.items() if not isinstance(v, (tuple, list, dict)) or v}","tmp_DictComp0 = dict()
for (k, v) in filtered.items():
    if not isinstance(v, (tuple, list, dict)) or v:
        tmp_DictComp0[k] = v
filtered = tmp_DictComp0",1,0,1,0
nlp-architect,https://github.com/IntelLabs/nlp-architect/tree/master/solutions/InterpreT/application/tasks.py,Task,get_dropdown_to_df_col_map$157,"return {displayed_option: internal_option for (displayed_option, internal_option) in zip(self.tsne_displayed_options, self.tsne_internal_options)}","return {displayed_option: internal_option for (displayed_option, internal_option) in zip(self.tsne_displayed_options, self.tsne_internal_options)}","return {displayed_option: internal_option for (displayed_option, internal_option) in zip(self.tsne_displayed_options, self.tsne_internal_options)}","tmp_DictComp0 = dict()
for (displayed_option, internal_option) in zip(self.tsne_displayed_options, self.tsne_internal_options):
    tmp_DictComp0[displayed_option] = internal_option
return tmp_DictComp0",1,0,1,0
pingouin,https://github.com/raphaelvallat/pingouin/tree/master/pingouin/plotting.py,,plot_paired$409,"data['wthn'] = data[within].replace({_ordr: i for (i, _ordr) in enumerate(order)})","data[within].replace({_ordr: i for (i, _ordr) in enumerate(order)})","data[within].replace({_ordr: i for (i, _ordr) in enumerate(order)})","tmp_DictComp0 = dict()
for (i, _ordr) in enumerate(order):
    tmp_DictComp0[_ordr] = i
data['wthn'] = data[within].replace(tmp_DictComp0)",1,0,1,0
python-sdk,https://github.com/qiniu/python-sdk/tree/master/test/unit/test_assistant_v2.py,TestCreateSession,test_create_session_value_error$90,"req_copy = {key: val if key is not param else None for (key, val) in req_param_dict.items()}","req_copy = {key: val if key is not param else None for (key, val) in req_param_dict.items()}","req_copy = {key: val if key is not param else None for (key, val) in req_param_dict.items()}","req_copy = dict()
for (key, val) in req_param_dict.items():
    req_copy[key] = val if key is not param else None
",0,0,0,0
ReAgent,https://github.com/facebookresearch/ReAgent/tree/master/reagent/replay_memory/circular_replay_buffer.py,IDScoreListMetadata,zero_example$218,"return {k: ([], []) for k in self.keys}","return {k: ([], []) for k in self.keys}","return {k: ([], []) for k in self.keys}","tmp_DictComp0 = dict()
for k in self.keys:
    tmp_DictComp0[k] = ([], [])
return tmp_DictComp0",1,0,1,0
OneNet,https://github.com/PeizeSun/OneNet/tree/master/detectron2/evaluation/panoptic_evaluation.py,COCOPanopticEvaluator,__init__$31,"self._stuff_contiguous_id_to_dataset_id = {v: k for (k, v) in self._metadata.stuff_dataset_id_to_contiguous_id.items()}","self._stuff_contiguous_id_to_dataset_id = {v: k for (k, v) in self._metadata.stuff_dataset_id_to_contiguous_id.items()}","self._stuff_contiguous_id_to_dataset_id = {v: k for (k, v) in self._metadata.stuff_dataset_id_to_contiguous_id.items()}","tmp_DictComp0 = dict()
for (k, v) in self._metadata.stuff_dataset_id_to_contiguous_id.items():
    tmp_DictComp0[v] = k
self._stuff_contiguous_id_to_dataset_id = tmp_DictComp0",1,0,1,0
PyWebIO,https://github.com/pywebio/PyWebIO/tree/master/pywebio/io_ctrl.py,,input_event_handle$312,"data = {name: preprocess_funcs[name](val) for (name, val) in event_data.items()}","data = {name: preprocess_funcs[name](val) for (name, val) in event_data.items()}","data = {name: preprocess_funcs[name](val) for (name, val) in event_data.items()}","data = dict()
for (name, val) in event_data.items():
    data[name] = preprocess_funcs[name](val)
",0,0,0,0
cloud-inquisitor,https://github.com/RiotGames/cloud-inquisitor/tree/master/plugins/public/cinq-collector-aws/cinq_collector_aws/account.py,AWSAccountCollector,update_route53$319,"record = DNSRecord.create(data['id'], account_id=self.account.account_id, properties={k: v for (k, v) in data.items() if k != 'id'}, tags={})","properties={k: v for (k, v) in data.items() if k != 'id'}","properties={k: v for (k, v) in data.items() if k != 'id'}","def my_comprehension_func(data):
    tmp_DictComp0 = dict()
    for (k, v) in data.items():
        if k != 'id':
            tmp_DictComp0[k] = v
    return tmp_DictComp0
record = DNSRecord.create(data['id'], account_id=self.account.account_id, properties=my_comprehension_func(data), tags={})",1,1,1,0
hydrus,https://github.com/hydrusnetwork/hydrus/tree/master/hydrus/client/gui/pages/ClientGUIResults.py,MediaPanelThumbnails,do_it$4255,hashes_to_media_results = {media_result.GetHash(): media_result for media_result in media_results},hashes_to_media_results = {media_result.GetHash(): media_result for media_result in media_results},hashes_to_media_results = {media_result.GetHash(): media_result for media_result in media_results},"hashes_to_media_results = dict()
for media_result in media_results:
    hashes_to_media_results[media_result.GetHash()] = media_result
",0,0,0,0
pretix,https://github.com/pretix/pretix/tree/master/src/pretix/control/views/organizer.py,OrganizerUpdate,form_valid$420,"self.request.organizer.log_action('pretix.organizer.changed', user=self.request.user, data={k: form.cleaned_data.get(k) for k in form.changed_data})",data={k: form.cleaned_data.get(k) for k in form.changed_data},data={k: form.cleaned_data.get(k) for k in form.changed_data},"tmp_DictComp0 = dict()
for k in form.changed_data:
    tmp_DictComp0[k] = form.cleaned_data.get(k)
self.request.organizer.log_action('pretix.organizer.changed', user=self.request.user, data=tmp_DictComp0)",1,0,1,0
transform,https://github.com/tensorflow/transform/tree/master/tensorflow_transform/saved/saved_transform_io_v2_test.py,SavedTransformIOV2Test,test_restore_from_v1_saved_model_with_pyfuncs$583,"input_kwargs = {k: v for (k, v) in zip(input_keys, inputs)}","input_kwargs = {k: v for (k, v) in zip(input_keys, inputs)}","input_kwargs = {k: v for (k, v) in zip(input_keys, inputs)}","input_kwargs = dict()
for (k, v) in zip(input_keys, inputs):
    input_kwargs[k] = v
",0,0,0,0
rewriting,https://github.com/davidbau/rewriting/tree/master/rewrite/ganrewrite.py,SeqStyleGanRewriter,detach$708,"return type(v)({k: d.detach() for (k, d) in v.items()})","type(v)({k: d.detach() for (k, d) in v.items()})","type(v)({k: d.detach() for (k, d) in v.items()})","tmp_DictComp0 = dict()
for (k, d) in v.items():
    tmp_DictComp0[k] = d.detach()
return type(v)(tmp_DictComp0)",1,0,1,0
