repo_name,file_html,cl,me,stmt_code,parent_code,code,complicate_code,temporary_flag,create_fun_flag,tempor,func
brainstorm,https://github.com/IDSIA/brainstorm/tree/master/brainstorm/structure/layout.py,,get_forward_closure$390,"new_source_set = {start for (start, end) in connections if end in sink_set}","new_source_set = {start for (start, end) in connections if end in sink_set}","new_source_set = {start for (start, end) in connections if end in sink_set}","new_source_set = set()
for (start, end) in connections:
    if end in sink_set:
        new_source_set.add(start)
",0,0,0,0
electrum,https://github.com/spesmilo/electrum/tree/master/electrum/tests/test_wallet_vertical.py,TestWalletSending,test_get_spendable_coins$2416,"self.assertEqual({'52e669a20a26c8b3df5b41e5e6309b18bcde8e1ad7ea17a18f63b6dc6c8becc0:1'}, {txi.prevout.to_str() for txi in wallet.get_spendable_coins(['tb1q6n99dl96mx8mfh90m3tn5awk5mllkzdh25dw7z'])})","self.assertEqual({'52e669a20a26c8b3df5b41e5e6309b18bcde8e1ad7ea17a18f63b6dc6c8becc0:1'}, {txi.prevout.to_str() for txi in wallet.get_spendable_coins(['tb1q6n99dl96mx8mfh90m3tn5awk5mllkzdh25dw7z'])})","self.assertEqual({'52e669a20a26c8b3df5b41e5e6309b18bcde8e1ad7ea17a18f63b6dc6c8becc0:1'}, {txi.prevout.to_str() for txi in wallet.get_spendable_coins(['tb1q6n99dl96mx8mfh90m3tn5awk5mllkzdh25dw7z'])})","tmp_SetComp0 = set()
for txi in wallet.get_spendable_coins(['tb1q6n99dl96mx8mfh90m3tn5awk5mllkzdh25dw7z']):
    tmp_SetComp0.add(txi.prevout.to_str())
self.assertEqual({'52e669a20a26c8b3df5b41e5e6309b18bcde8e1ad7ea17a18f63b6dc6c8becc0:1'}, tmp_SetComp0)",1,0,1,0
hydrus,https://github.com/hydrusnetwork/hydrus/tree/master/hydrus/client/gui/services/ClientGUIClientsideServices.py,ManageClientServicesPanel,UserIsOKToOK$242,new_service_keys = {service.GetServiceKey() for service in services},new_service_keys = {service.GetServiceKey() for service in services},new_service_keys = {service.GetServiceKey() for service in services},"new_service_keys = set()
for service in services:
    new_service_keys.add(service.GetServiceKey())
",0,0,0,0
kedro,https://github.com/quantumblacklabs/kedro/tree/master/tests/pipeline/test_pipeline.py,TestPipelineRunnerHelpers,test_only_nodes_with_inputs$907,nodes = {node.name for node in new_pipeline.nodes},nodes = {node.name for node in new_pipeline.nodes},nodes = {node.name for node in new_pipeline.nodes},"nodes = set()
for node in new_pipeline.nodes:
    nodes.add(node.name)
",0,0,0,0
wagtail,https://github.com/wagtail/wagtail/tree/master/wagtail/search/tests/test_backends.py,BackendTests,test_operators_combination$671,"self.assertSetEqual({r.title for r in results}, {'JavaScript: The good parts', 'Learning Python', 'The Two Towers', 'The Rust Programming Language', 'Two Scoops of Django 1.11', 'Programming Rust'})","self.assertSetEqual({r.title for r in results}, {'JavaScript: The good parts', 'Learning Python', 'The Two Towers', 'The Rust Programming Language', 'Two Scoops of Django 1.11', 'Programming Rust'})","self.assertSetEqual({r.title for r in results}, {'JavaScript: The good parts', 'Learning Python', 'The Two Towers', 'The Rust Programming Language', 'Two Scoops of Django 1.11', 'Programming Rust'})","tmp_SetComp0 = set()
for r in results:
    tmp_SetComp0.add(r.title)
self.assertSetEqual(tmp_SetComp0, {'JavaScript: The good parts', 'Learning Python', 'The Two Towers', 'The Rust Programming Language', 'Two Scoops of Django 1.11', 'Programming Rust'})",1,0,1,0
python-slack-sdk,https://github.com/slackapi/python-slack-sdk/tree/master/slack_sdk/audit_logs/v1/internal_utils.py,,_build_query$9,"return '&'.join({f'{quote(str(k))}={quote(str(v))}' for (k, v) in params.items() if v is not None})","&'.join({f'{quote(str(k))}={quote(str(v))}' for (k, v) in params.items() if v is not None})","&'.join({f'{quote(str(k))}={quote(str(v))}' for (k, v) in params.items() if v is not None})","tmp_SetComp0 = set()
for (k, v) in params.items():
    if v is not None:
        tmp_SetComp0.add(f'{quote(str(k))}={quote(str(v))}')
return '&'.join(tmp_SetComp0)",1,0,1,0
ultimate-python,https://github.com/huangsam/ultimate-python/tree/master/ultimatepython/advanced/thread.py,,main$35,original_data = {num for num in range(5)},original_data = {num for num in range(5)},original_data = {num for num in range(5)},"original_data = set()
for num in range(5):
    original_data.add(num)
",0,0,0,0
plover,https://github.com/openstenoproject/plover/tree/master/plover/gui_qt/dictionaries_widget.py,,_dictionary_formats$30,return {plugin.name for plugin in registry.list_plugins('dictionary') if include_readonly or not plugin.obj.readonly},return {plugin.name for plugin in registry.list_plugins('dictionary') if include_readonly or not plugin.obj.readonly},return {plugin.name for plugin in registry.list_plugins('dictionary') if include_readonly or not plugin.obj.readonly},"tmp_SetComp0 = set()
for plugin in registry.list_plugins('dictionary'):
    if include_readonly or not plugin.obj.readonly:
        tmp_SetComp0.add(plugin.name)
return tmp_SetComp0",1,0,1,0
hydrus,https://github.com/hydrusnetwork/hydrus/tree/master/hydrus/client/db/ClientDB.py,DB,_CacheTagDisplaySync$1955,"ideal_tag_ids = {i for (b, i) in sibling_rows}","ideal_tag_ids = {i for (b, i) in sibling_rows}","ideal_tag_ids = {i for (b, i) in sibling_rows}","ideal_tag_ids = set()
for (b, i) in sibling_rows:
    ideal_tag_ids.add(i)
",0,0,0,0
jrnl,https://github.com/jrnl-org/jrnl/tree/master/jrnl/Journal.py,Journal,filter$192,self.search_tags = {tag.lower() for tag in tags},self.search_tags = {tag.lower() for tag in tags},self.search_tags = {tag.lower() for tag in tags},"self.search_tags = set()
for tag in tags:
    self.search_tags.add(tag.lower())
",0,0,0,0
django,https://github.com/django/django/tree/master/django/middleware/csrf.py,CsrfViewMiddleware,allowed_origins_exact$182,return {origin for origin in settings.CSRF_TRUSTED_ORIGINS if '*' not in origin},return {origin for origin in settings.CSRF_TRUSTED_ORIGINS if '*' not in origin},return {origin for origin in settings.CSRF_TRUSTED_ORIGINS if '*' not in origin},"tmp_SetComp0 = set()
for origin in settings.CSRF_TRUSTED_ORIGINS:
    if '*' not in origin:
        tmp_SetComp0.add(origin)
return tmp_SetComp0",1,0,1,0
deepvariant,https://github.com/google/deepvariant/tree/master/deepvariant/data_providers_test.py,DataProviderTest,test_max_examples$323,unique_loci = {locus for batch in batches for locus in batch},unique_loci = {locus for batch in batches for locus in batch},unique_loci = {locus for batch in batches for locus in batch},"unique_loci = set()
for batch in batches:
    for locus in batch:
        unique_loci.add(locus)
",0,0,0,0
PythonProgrammingPuzzles,https://github.com/microsoft/PythonProgrammingPuzzles/tree/master/generators/conways_game_of_life.py,ReverseLifeStep,distance$112,visible = {z + d for z in live for d in deltas},visible = {z + d for z in live for d in deltas},visible = {z + d for z in live for d in deltas},"visible = set()
for z in live:
    for d in deltas:
        visible.add(z + d)
",0,0,0,0
exchangelib,https://github.com/ecederstrand/exchangelib/tree/master/exchangelib/queryset.py,QuerySet,_query$169,additional_fields = {FieldPath(field=f) for f in self.folder_collection.allowed_item_fields()},additional_fields = {FieldPath(field=f) for f in self.folder_collection.allowed_item_fields()},additional_fields = {FieldPath(field=f) for f in self.folder_collection.allowed_item_fields()},"additional_fields = set()
for f in self.folder_collection.allowed_item_fields():
    additional_fields.add(FieldPath(field=f))
",0,0,0,0
AugLy,https://github.com/facebookresearch/AugLy/tree/master/augly/text/augmenters/case.py,CaseAugmenter,change_case_words$77,change_case_idxs = {math.ceil(i * self.cadence) for i in range(num_change_case)},change_case_idxs = {math.ceil(i * self.cadence) for i in range(num_change_case)},change_case_idxs = {math.ceil(i * self.cadence) for i in range(num_change_case)},"change_case_idxs = set()
for i in range(num_change_case):
    change_case_idxs.add(math.ceil(i * self.cadence))
",0,0,0,0
mlflow,https://github.com/mlflow/mlflow/tree/master/tests/tracking/test_tracking.py,,test_log_batch$212,"assert {(m.value, m.timestamp, m.step) for m in metric_history0} == {(1.0, t, 0)}","{(m.value, m.timestamp, m.step) for m in metric_history0} == {(1.0, t, 0)}","{(m.value, m.timestamp, m.step) for m in metric_history0} == {(1.0, t, 0)}","tmp_SetComp0 = set()
for m in metric_history0:
    tmp_SetComp0.add((m.value, m.timestamp, m.step))
assert tmp_SetComp0 == {(1.0, t, 0)}",1,0,1,0
pyglossary,https://github.com/ilius/pyglossary/tree/master/pyglossary/plugins/dsl/main.py,DSLParser,_tags_and_text_loop$180,to_open = set.union(*({t for t in layer.tags if t.closing not in closings} for layer in stack)),({t for t in layer.tags if t.closing not in closings} for layer in stack),({t for t in layer.tags if t.closing not in closings} for layer in stack),"def my_comprehension_func(layer):
    tmp_SetComp0 = []
    for t in layer.tags:
        if t.closing not in closings:
            tmp_SetComp0.add(t)
    return tmp_SetComp0
to_open = set.union(*(my_comprehension_func(layer) for layer in stack))",1,1,1,1
LibCST,https://github.com/Instagram/LibCST/tree/master/libcst/metadata/tests/test_scope_provider.py,ScopeProviderTest,test_ordering_comprehension$1607,"self.assertIn(inner_for_in.target, {ref.node for ref in a_third_comp_access.referents if isinstance(ref, Assignment)})","self.assertIn(inner_for_in.target, {ref.node for ref in a_third_comp_access.referents if isinstance(ref, Assignment)})","self.assertIn(inner_for_in.target, {ref.node for ref in a_third_comp_access.referents if isinstance(ref, Assignment)})","tmp_SetComp0 = set()
for ref in a_third_comp_access.referents:
    if isinstance(ref, Assignment):
        tmp_SetComp0.add(ref.node)
self.assertIn(inner_for_in.target, tmp_SetComp0)",1,0,1,0
GeneticAlgorithmsWithPython,https://github.com/handcraftsman/GeneticAlgorithmsWithPython/tree/master/ch09/knapsackTests.py,,add$72,usedItems = {iq.Item for iq in genes},usedItems = {iq.Item for iq in genes},usedItems = {iq.Item for iq in genes},"usedItems = set()
for iq in genes:
    usedItems.add(iq.Item)
",0,0,0,0
holoviews,https://github.com/holoviz/holoviews/tree/master/holoviews/core/spaces.py,,get_nested_streams$643,return list({s for dmap in get_nested_dmaps(dmap) for s in dmap.streams}),list({s for dmap in get_nested_dmaps(dmap) for s in dmap.streams}),list({s for dmap in get_nested_dmaps(dmap) for s in dmap.streams}),"tmp_SetComp0 = set()
for dmap in get_nested_dmaps(dmap):
    for s in dmap.streams:
        tmp_SetComp0.add(s)
return list(tmp_SetComp0)",1,0,1,0
indico,https://github.com/indico/indico/tree/master/indico/modules/events/features/util.py,,get_disallowed_features$76,return indirectly_disallowed | {f.name for f in disallowed},indirectly_disallowed | {f.name for f in disallowed},indirectly_disallowed | {f.name for f in disallowed},"tmp_SetComp0 = set()
for f in disallowed:
    tmp_SetComp0.add(f.name)
return indirectly_disallowed | tmp_SetComp0",1,0,1,0
cloud-custodian,https://github.com/cloud-custodian/cloud-custodian/tree/master/c7n/resources/redshift.py,RedshiftSnapshotCrossAccount,process$851,s_accounts = {a.get('AccountId') for a in s['AccountsWithRestoreAccess']},s_accounts = {a.get('AccountId') for a in s['AccountsWithRestoreAccess']},s_accounts = {a.get('AccountId') for a in s['AccountsWithRestoreAccess']},"s_accounts = set()
for a in s['AccountsWithRestoreAccess']:
    s_accounts.add(a.get('AccountId'))
",0,0,0,0
qutebrowser,https://github.com/qutebrowser/qutebrowser/tree/master/tests/unit/keyinput/test_keyutils.py,,test_key_data_modifiers$71,mod_data_names = {mod.attribute for mod in sorted(key_data.MODIFIERS)},mod_data_names = {mod.attribute for mod in sorted(key_data.MODIFIERS)},mod_data_names = {mod.attribute for mod in sorted(key_data.MODIFIERS)},"mod_data_names = set()
for mod in sorted(key_data.MODIFIERS):
    mod_data_names.add(mod.attribute)
",0,0,0,0
soynlp,https://github.com/lovit/soynlp/tree/master/soynlp/pos/_chat_pos.py,ChatPOSExtractor,_parse_predicator_compounds$101,"lemmas = {(stem, eomi) for (stem, eomi) in lemmas if not stem in self.verb_stems and (not stem in self.adjective_stems)}","lemmas = {(stem, eomi) for (stem, eomi) in lemmas if not stem in self.verb_stems and (not stem in self.adjective_stems)}","lemmas = {(stem, eomi) for (stem, eomi) in lemmas if not stem in self.verb_stems and (not stem in self.adjective_stems)}","tmp_SetComp0 = set()
for (stem, eomi) in lemmas:
    if not stem in self.verb_stems and (not stem in self.adjective_stems):
        tmp_SetComp0.add((stem, eomi))
lemmas = tmp_SetComp0",1,0,1,0
django,https://github.com/django/django/tree/master/django/db/migrations/executor.py,MigrationExecutor,_create_project_state$73,applied_migrations = {self.loader.graph.nodes[key] for key in self.loader.applied_migrations if key in self.loader.graph.nodes},applied_migrations = {self.loader.graph.nodes[key] for key in self.loader.applied_migrations if key in self.loader.graph.nodes},applied_migrations = {self.loader.graph.nodes[key] for key in self.loader.applied_migrations if key in self.loader.graph.nodes},"applied_migrations = set()
for key in self.loader.applied_migrations:
    if key in self.loader.graph.nodes:
        applied_migrations.add(self.loader.graph.nodes[key])
",0,0,0,0
dagster,https://github.com/dagster-io/dagster/tree/master/python_modules/dagster/dagster_tests/core_tests/asset_defs_tests/test_assets_job.py,,_asset_keys_for_node$70,ret = {mat.asset_key for mat in mats},ret = {mat.asset_key for mat in mats},ret = {mat.asset_key for mat in mats},"ret = set()
for mat in mats:
    ret.add(mat.asset_key)
",0,0,0,0
networkx,https://github.com/networkx/networkx/tree/master/networkx/algorithms/connectivity/tests/test_kcomponents.py,,test_set_consolidation_rosettacode$259,assert {frozenset(s) for s in result} == {frozenset(s) for s in solution},{frozenset(s) for s in result} == {frozenset(s) for s in solution},{frozenset(s) for s in result} == {frozenset(s) for s in solution},"def my_comprehension_func(frozenset):
    tmp_SetComp0 = []
    for s in result:
        tmp_SetComp0.add(frozenset(s))
    return tmp_SetComp0
assert my_comprehension_func(frozenset) == {frozenset(s) for s in solution}",1,1,1,0
LibCST,https://github.com/Instagram/LibCST/tree/master/libcst/metadata/tests/test_name_provider.py,FullyQualifiedNameProviderTest,test_imports$443,"self.assertEqual({'a.b.c', 'some.test.rel', 'some.test.lol.rel2', 'some.thing'}, {qname.name for qname in qnames})","self.assertEqual({'a.b.c', 'some.test.rel', 'some.test.lol.rel2', 'some.thing'}, {qname.name for qname in qnames})","self.assertEqual({'a.b.c', 'some.test.rel', 'some.test.lol.rel2', 'some.thing'}, {qname.name for qname in qnames})","tmp_SetComp0 = set()
for qname in qnames:
    tmp_SetComp0.add(qname.name)
self.assertEqual({'a.b.c', 'some.test.rel', 'some.test.lol.rel2', 'some.thing'}, tmp_SetComp0)",1,0,1,0
falcon,https://github.com/falconry/falcon/tree/master/e2e-tests/server/hub.py,Hub,_update_emitters$45,done = {emitter for emitter in self._emitters if emitter.done},done = {emitter for emitter in self._emitters if emitter.done},done = {emitter for emitter in self._emitters if emitter.done},"done = set()
for emitter in self._emitters:
    if emitter.done:
        done.add(emitter)
",0,0,0,0
Mailu,https://github.com/Mailu/Mailu/tree/master/core/admin/mailu/schemas.py,BaseSchema,_patch_item$893,"before = {str(v) for v in getattr(instance, key)}","before = {str(v) for v in getattr(instance, key)}","before = {str(v) for v in getattr(instance, key)}","before = set()
for v in getattr(instance, key):
    before.add(str(v))
",0,0,0,0
djongo,https://github.com/nesdis/djongo/tree/master/tests/django_tests/tests/v21/tests/expressions/tests.py,FTimeDeltaTests,test_date_subtraction$1253,at_least_5_days = {e.name for e in queryset.filter(completion_duration__gte=datetime.timedelta(days=5))},at_least_5_days = {e.name for e in queryset.filter(completion_duration__gte=datetime.timedelta(days=5))},at_least_5_days = {e.name for e in queryset.filter(completion_duration__gte=datetime.timedelta(days=5))},"at_least_5_days = set()
for e in queryset.filter(completion_duration__gte=datetime.timedelta(days=5)):
    at_least_5_days.add(e.name)
",0,0,0,0
dephell,https://github.com/dephell/dephell/tree/master/dephell/converters/pipfile.py,PIPFileConverter,dumps$80,names = {req.name for req in reqs if is_dev is req.is_dev},names = {req.name for req in reqs if is_dev is req.is_dev},names = {req.name for req in reqs if is_dev is req.is_dev},"names = set()
for req in reqs:
    if is_dev is req.is_dev:
        names.add(req.name)
",0,0,0,0
astropy,https://github.com/astropy/astropy/tree/master/astropy/io/fits/diff.py,FITSDiff,__init__$217,self.ignore_comments = {k.upper() for k in ignore_comments},self.ignore_comments = {k.upper() for k in ignore_comments},self.ignore_comments = {k.upper() for k in ignore_comments},"self.ignore_comments = set()
for k in ignore_comments:
    self.ignore_comments.add(k.upper())
",0,0,0,0
rotki,https://github.com/rotki/rotki/tree/master/rotkehlchen/tests/db/test_db_upgrades.py,,test_upgrade_db_31_to_32$414,assert len({row[2] for row in result}) == 3,len({row[2] for row in result}),len({row[2] for row in result}),"tmp_SetComp0 = set()
for row in result:
    tmp_SetComp0.add(row[2])
assert len(tmp_SetComp0) == 3",1,0,1,0
SickChill,https://github.com/SickChill/SickChill/tree/master/sickchill/oldbeard/subtitles.py,,get_needed_languages$131,return {from_code(language) for language in wanted_languages().difference(subtitles)},return {from_code(language) for language in wanted_languages().difference(subtitles)},return {from_code(language) for language in wanted_languages().difference(subtitles)},"tmp_SetComp0 = set()
for language in wanted_languages().difference(subtitles):
    tmp_SetComp0.add(from_code(language))
return tmp_SetComp0",1,0,1,0
TexTools-Blender,https://github.com/SavMartin/TexTools-Blender/tree/master//utilities_uv.py,,splittedSelectionByIsland$515,islandFaces = {f for f in faces_unparsed if f.loops[0][uv_layers].select},islandFaces = {f for f in faces_unparsed if f.loops[0][uv_layers].select},islandFaces = {f for f in faces_unparsed if f.loops[0][uv_layers].select},"islandFaces = set()
for f in faces_unparsed:
    if f.loops[0][uv_layers].select:
        islandFaces.add(f)
",0,0,0,0
airflow,https://github.com/apache/airflow/tree/master/tests/always/test_project_structure.py,TestGoogleProviderProjectStructure,test_missing_example_for_operator$274,example_paths = {path for path in example_paths if f'.{resource_type}.{service_name}.' in path},example_paths = {path for path in example_paths if f'.{resource_type}.{service_name}.' in path},example_paths = {path for path in example_paths if f'.{resource_type}.{service_name}.' in path},"tmp_SetComp0 = set()
for path in example_paths:
    if f'.{resource_type}.{service_name}.' in path:
        tmp_SetComp0.add(path)
example_paths = tmp_SetComp0",1,0,1,0
mlflow,https://github.com/mlflow/mlflow/tree/master/tests/tracking/test_rest_tracking.py,,test_create_get_search_experiment$86,assert {e.name for e in mlflow_client.search_experiments(view_type=ViewType.ACTIVE_ONLY)} == {'Default'},{e.name for e in mlflow_client.search_experiments(view_type=ViewType.ACTIVE_ONLY)} == {'Default'},{e.name for e in mlflow_client.search_experiments(view_type=ViewType.ACTIVE_ONLY)} == {'Default'},"tmp_SetComp0 = set()
for e in mlflow_client.search_experiments(view_type=ViewType.ACTIVE_ONLY):
    tmp_SetComp0.add(e.name)
assert tmp_SetComp0 == {'Default'}",1,0,1,0
detection-rules,https://github.com/elastic/detection-rules/tree/master/detection_rules/devtools.py,,kibana_pr$403,"label = {lbl for cs_labels in label for lbl in cs_labels.split(',') if lbl}","label = {lbl for cs_labels in label for lbl in cs_labels.split(',') if lbl}","label = {lbl for cs_labels in label for lbl in cs_labels.split(',') if lbl}","tmp_SetComp0 = set()
for cs_labels in label:
    for lbl in cs_labels.split(','):
        if lbl:
            tmp_SetComp0.add(lbl)
label = tmp_SetComp0",1,0,1,0
xarray,https://github.com/pydata/xarray/tree/master/xarray/tests/test_plot.py,Common2dMixin,test_facetgrid_cmap$1546,assert len({m.get_clim() for m in fg._mappables}) == 1,len({m.get_clim() for m in fg._mappables}),len({m.get_clim() for m in fg._mappables}),"tmp_SetComp0 = set()
for m in fg._mappables:
    tmp_SetComp0.add(m.get_clim())
assert len(tmp_SetComp0) == 1",1,0,1,0
optuna,https://github.com/optuna/optuna/tree/master/tests/storages_tests/test_storages.py,,_check_trials$381,assert {t.number for t in trials} == set(range(idx + 1)),{t.number for t in trials} == set(range(idx + 1)),{t.number for t in trials} == set(range(idx + 1)),"tmp_SetComp0 = set()
for t in trials:
    tmp_SetComp0.add(t.number)
assert tmp_SetComp0 == set(range(idx + 1))",1,0,1,0
hydrus,https://github.com/hydrusnetwork/hydrus/tree/master/hydrus/test/TestClientImportOptions.py,TestTagImportOptions,test_external_tags$944,result_tags = {c_u.GetRow()[0] for c_u in content_updates},result_tags = {c_u.GetRow()[0] for c_u in content_updates},result_tags = {c_u.GetRow()[0] for c_u in content_updates},"result_tags = set()
for c_u in content_updates:
    result_tags.add(c_u.GetRow()[0])
",0,0,0,0
hydrus,https://github.com/hydrusnetwork/hydrus/tree/master/hydrus/client/networking/ClientNetworkingDomain.py,NetworkDomainManager,SetParsers$2174,parser_keys = {parser.GetParserKey() for parser in parsers},parser_keys = {parser.GetParserKey() for parser in parsers},parser_keys = {parser.GetParserKey() for parser in parsers},"parser_keys = set()
for parser in parsers:
    parser_keys.add(parser.GetParserKey())
",0,0,0,0
PathPlanning,https://github.com/zhm-real/PathPlanning/tree/master/Sampling_based_Planning/rrt_3D/ABIT_star3D.py,ABIT_star,prune$105,"E.difference_update({(xp, xc) for (xp, xc) in E if self.f_hat(xp) > self.g_T(xgoal) or self.f_hat(xc) > self.g_T(xgoal)})","E.difference_update({(xp, xc) for (xp, xc) in E if self.f_hat(xp) > self.g_T(xgoal) or self.f_hat(xc) > self.g_T(xgoal)})","E.difference_update({(xp, xc) for (xp, xc) in E if self.f_hat(xp) > self.g_T(xgoal) or self.f_hat(xc) > self.g_T(xgoal)})","def my_comprehension_func(E):
    tmp_SetComp0 = []
    for (xp, xc) in E:
        if self.f_hat(xp) > self.g_T(xgoal) or self.f_hat(xc) > self.g_T(xgoal):
            tmp_SetComp0.add((xp, xc))
    return tmp_SetComp0
E.difference_update(my_comprehension_func(E))",1,1,1,0
brian2,https://github.com/brian-team/brian2/tree/master/brian2/sphinxext/docscrape.py,ClassDoc,properties$527,"instance_members = {attr_name for (class_name, attr_name) in analyzer.find_attr_docs().keys() if class_name == self._cls.__name__}","instance_members = {attr_name for (class_name, attr_name) in analyzer.find_attr_docs().keys() if class_name == self._cls.__name__}","instance_members = {attr_name for (class_name, attr_name) in analyzer.find_attr_docs().keys() if class_name == self._cls.__name__}","instance_members = set()
for (class_name, attr_name) in analyzer.find_attr_docs().keys():
    if class_name == self._cls.__name__:
        instance_members.add(attr_name)
",0,0,0,0
airflow,https://github.com/apache/airflow/tree/master/tests/always/test_project_structure.py,TestGoogleProviderProjectStructure,test_detect_invalid_system_tests$309,expected_files = {f"{f.rpartition('/')[0]}/test_{f.rpartition('/')[2]}" for f in expected_files},expected_files = {f"{f.rpartition('/')[0]}/test_{f.rpartition('/')[2]}" for f in expected_files},expected_files = {f"{f.rpartition('/')[0]}/test_{f.rpartition('/')[2]}" for f in expected_files},"tmp_SetComp0 = set()
for f in expected_files:
    tmp_SetComp0.add(f""{f.rpartition('/')[0]}/test_{f.rpartition('/')[2]}"")
expected_files = tmp_SetComp0",1,0,1,0
DeepLogo,https://github.com/satojkovic/DeepLogo/tree/master//gen_tfrecord_logos32plus.py,,if_main_my$64,logo_names = {gt[2][0] for gt in gts['groundtruth'][0]},logo_names = {gt[2][0] for gt in gts['groundtruth'][0]},logo_names = {gt[2][0] for gt in gts['groundtruth'][0]},"logo_names = set()
for gt in gts['groundtruth'][0]:
    logo_names.add(gt[2][0])
",0,0,0,0
django-mptt,https://github.com/django-mptt/django-mptt/tree/master/mptt/models.py,MPTTModel,_mptt_track_tree_insertions$498,new_changes = {t + num_inserted if t >= tree_id else t for t in changes},new_changes = {t + num_inserted if t >= tree_id else t for t in changes},new_changes = {t + num_inserted if t >= tree_id else t for t in changes},"new_changes = set()
for t in changes:
    if t >= tree_id:
        new_changes.add(t + num_inserted)
    else:
        new_changes.add(t)
",0,0,0,0
moto,https://github.com/spulec/moto/tree/master/moto/ec2/models.py,VPCBackend,_matches_service_by_tags$4192,service_tag_keys = {x['Key'] for x in service['Tags']},service_tag_keys = {x['Key'] for x in service['Tags']},service_tag_keys = {x['Key'] for x in service['Tags']},"service_tag_keys = set()
for x in service['Tags']:
    service_tag_keys.add(x['Key'])
",0,0,0,0
moto,https://github.com/spulec/moto/tree/master/tests/test_ssm/test_ssm_boto3.py,,test_describe_parameters_with_parameter_filters_path$791,"{parameter['Name'] for parameter in response['Parameters']}.should.equal({'/foo/name1', '/foo/name2'})",{parameter['Name'] for parameter in response['Parameters']}.should,{parameter['Name'] for parameter in response['Parameters']}.should,"tmp_SetComp0 = set()
for parameter in response['Parameters']:
    tmp_SetComp0.add(parameter['Name'])
tmp_SetComp0.should.equal({'/foo/name1', '/foo/name2'})",1,0,1,0
weblate,https://github.com/WeblateOrg/weblate/tree/master/weblate/utils/stats.py,TranslationStats,prefetch_checks$519,allchecks = {check.url_id for check in CHECKS.values()},allchecks = {check.url_id for check in CHECKS.values()},allchecks = {check.url_id for check in CHECKS.values()},"allchecks = set()
for check in CHECKS.values():
    allchecks.add(check.url_id)
",0,0,0,0
hydrus,https://github.com/hydrusnetwork/hydrus/tree/master/hydrus/test/TestClientImportOptions.py,TestTagImportOptions,test_overwrite_deleted_additional$1076,result_tags = {c_u.GetRow()[0] for c_u in content_updates},result_tags = {c_u.GetRow()[0] for c_u in content_updates},result_tags = {c_u.GetRow()[0] for c_u in content_updates},"result_tags = set()
for c_u in content_updates:
    result_tags.add(c_u.GetRow()[0])
",0,0,0,0
pysc2,https://github.com/deepmind/pysc2/tree/master/pysc2/lib/features_test.py,FeaturesTest,testAllVersionsOfAnAbilityHaveTheSameGeneral$392,"self.assertLen({f.general_id for f in funcs}, 1, 'Multiple generals for %s' % ability_id)","self.assertLen({f.general_id for f in funcs}, 1, 'Multiple generals for %s' % ability_id)","self.assertLen({f.general_id for f in funcs}, 1, 'Multiple generals for %s' % ability_id)","tmp_SetComp0 = set()
for f in funcs:
    tmp_SetComp0.add(f.general_id)
self.assertLen(tmp_SetComp0, 1, 'Multiple generals for %s' % ability_id)",1,0,1,0
edx-platform,https://github.com/edx/edx-platform/tree/master/openedx/core/djangoapps/catalog/utils.py,,get_programs_by_uuids$198,still_missing_uuids = set(uuid_strings) - {program['uuid'] for program in programs},set(uuid_strings) - {program['uuid'] for program in programs},set(uuid_strings) - {program['uuid'] for program in programs},"tmp_SetComp0 = set()
for program in programs:
    tmp_SetComp0.add(program['uuid'])
still_missing_uuids = set(uuid_strings) - tmp_SetComp0",1,0,1,0
django,https://github.com/django/django/tree/master/tests/model_fields/test_field_flags.py,FieldFlagsTests,test_cardinality_o2o$186,"self.assertEqual(ONE_TO_ONE_CLASSES, {f.__class__ for f in o2o_type_fields})","self.assertEqual(ONE_TO_ONE_CLASSES, {f.__class__ for f in o2o_type_fields})","self.assertEqual(ONE_TO_ONE_CLASSES, {f.__class__ for f in o2o_type_fields})","tmp_SetComp0 = set()
for f in o2o_type_fields:
    tmp_SetComp0.add(f.__class__)
self.assertEqual(ONE_TO_ONE_CLASSES, tmp_SetComp0)",1,0,1,0
socorro,https://github.com/mozilla-services/socorro/tree/master/webapp-django/crashstats/supersearch/models.py,,validate_products$76,valid_products = {product.name for product in productlib.get_products()},valid_products = {product.name for product in productlib.get_products()},valid_products = {product.name for product in productlib.get_products()},"valid_products = set()
for product in productlib.get_products():
    valid_products.add(product.name)
",0,0,0,0
vdirsyncer,https://github.com/pimutils/vdirsyncer/tree/master/tests/unit/sync/test_status.py,,test_legacy_status$21,"hrefs_a = {meta_a['href'] for (meta_a, meta_b) in status_dict.values()}","hrefs_a = {meta_a['href'] for (meta_a, meta_b) in status_dict.values()}","hrefs_a = {meta_a['href'] for (meta_a, meta_b) in status_dict.values()}","hrefs_a = set()
for (meta_a, meta_b) in status_dict.values():
    hrefs_a.add(meta_a['href'])
",0,0,0,0
transformers,https://github.com/huggingface/transformers/tree/master/examples/research_projects/seq2seq-distillation/_test_seq2seq_examples_multi_gpu.py,TestSummarizationDistillerMultiGPU,_test_distiller_cli_fork$111,contents = {os.path.basename(p) for p in contents},contents = {os.path.basename(p) for p in contents},contents = {os.path.basename(p) for p in contents},"tmp_SetComp0 = set()
for p in contents:
    tmp_SetComp0.add(os.path.basename(p))
contents = tmp_SetComp0",1,0,1,0
