repo_name,file_html,cl,me,complicate_code,simple_code
node-gyp,https://github.com/nodejs/node-gyp/tree/master/gyp/pylib/gyp/input.py,,ExpandWildcardDependencies$1528,"for (target, target_dict) in targets.items():
    target_build_file = gyp.common.BuildFile(target)
    for dependency_key in dependency_sections:
        dependencies = target_dict.get(dependency_key, [])
        index = 0
        while index < len(dependencies):
            (dependency_build_file, dependency_target, dependency_toolset) = gyp.common.ParseQualifiedTarget(dependencies[index])
            if dependency_target != '*' and dependency_toolset != '*':
                index = index + 1
                continue
            if dependency_build_file == target_build_file:
                raise GypError('Found wildcard in ' + dependency_key + ' of ' + target + ' referring to same build file')
            del dependencies[index]
            index = index - 1
            dependency_target_dicts = data[dependency_build_file]['targets']
            for dependency_target_dict in dependency_target_dicts:
                if int(dependency_target_dict.get('suppress_wildcard', False)):
                    continue
                dependency_target_name = dependency_target_dict['target_name']
                if dependency_target != '*' and dependency_target != dependency_target_name:
                    continue
                dependency_target_toolset = dependency_target_dict['toolset']
                if dependency_toolset != '*' and dependency_toolset != dependency_target_toolset:
                    continue
                dependency = gyp.common.QualifiedTarget(dependency_build_file, dependency_target_name, dependency_target_toolset)
                index = index + 1
                dependencies.insert(index, dependency)
            index = index + 1","for e_target in targets.items():
    target_dict = e_target[1]
    target = e_target[0]
    target_build_file = gyp.common.BuildFile(target)
    for dependency_key in dependency_sections:
        dependencies = target_dict.get(dependency_key, [])
        index = 0
        while index < len(dependencies):
            (dependency_build_file, dependency_target, dependency_toolset) = gyp.common.ParseQualifiedTarget(dependencies[index])
            if dependency_target != '*' and dependency_toolset != '*':
                index = index + 1
                continue
            if dependency_build_file == target_build_file:
                raise GypError('Found wildcard in ' + dependency_key + ' of ' + target + ' referring to same build file')
            del dependencies[index]
            index = index - 1
            dependency_target_dicts = data[dependency_build_file]['targets']
            for dependency_target_dict in dependency_target_dicts:
                if int(dependency_target_dict.get('suppress_wildcard', False)):
                    continue
                dependency_target_name = dependency_target_dict['target_name']
                if dependency_target != '*' and dependency_target != dependency_target_name:
                    continue
                dependency_target_toolset = dependency_target_dict['toolset']
                if dependency_toolset != '*' and dependency_toolset != dependency_target_toolset:
                    continue
                dependency = gyp.common.QualifiedTarget(dependency_build_file, dependency_target_name, dependency_target_toolset)
                index = index + 1
                dependencies.insert(index, dependency)
            index = index + 1"
data-driven-web-apps-with-flask,https://github.com/talkpython/data-driven-web-apps-with-flask/tree/master/app/ch12-forms/starter/pypi_org/bin/load_data.py,,load_package$225,"for (email, name) in maintainers_lookup.items():
    user = user_lookup.get(email)
    if not user:
        continue
    m = Maintainer()
    m.package_id = p.id
    m.user_id = user.id
    maintainers.append(m)","for e_target in maintainers_lookup.items():
    name = e_target[1]
    email = e_target[0]
    user = user_lookup.get(email)
    if not user:
        continue
    m = Maintainer()
    m.package_id = p.id
    m.user_id = user.id
    maintainers.append(m)"
DeepPavlov,https://github.com/deepmipt/DeepPavlov/tree/master/deeppavlov/models/ranking/sequential_matching_network.py,SMNNetwork,_init_graph$87,"for (utterance_embeddings, utterance_len) in zip(all_utterance_embeddings, all_utterance_len):
    matrix1 = tf.matmul(utterance_embeddings, response_embeddings)
    (utterance_GRU_embeddings, _) = tf.nn.dynamic_rnn(sentence_GRU, utterance_embeddings, sequence_length=utterance_len, dtype=tf.float32, scope='sentence_GRU')
    matrix2 = tf.einsum('aij,jk->aik', utterance_GRU_embeddings, A_matrix)
    matrix2 = tf.matmul(matrix2, response_GRU_embeddings)
    matrix = tf.stack([matrix1, matrix2], axis=3, name='matrix_stack')
    conv_layer = tf.layers.conv2d(matrix, filters=8, kernel_size=(3, 3), padding='VALID', kernel_initializer=tf.contrib.keras.initializers.he_normal(), activation=tf.nn.relu, reuse=reuse, name='conv')
    pooling_layer = tf.layers.max_pooling2d(conv_layer, (3, 3), strides=(3, 3), padding='VALID', name='max_pooling')
    matching_vector = tf.layers.dense(tf.contrib.layers.flatten(pooling_layer), 50, kernel_initializer=tf.contrib.layers.xavier_initializer(), activation=tf.tanh, reuse=reuse, name='matching_v')
    if not reuse:
        reuse = True
    matching_vectors.append(matching_vector)","for e_target in zip(all_utterance_embeddings, all_utterance_len):
    utterance_len = e_target[1]
    utterance_embeddings = e_target[0]
    matrix1 = tf.matmul(utterance_embeddings, response_embeddings)
    (utterance_GRU_embeddings, _) = tf.nn.dynamic_rnn(sentence_GRU, utterance_embeddings, sequence_length=utterance_len, dtype=tf.float32, scope='sentence_GRU')
    matrix2 = tf.einsum('aij,jk->aik', utterance_GRU_embeddings, A_matrix)
    matrix2 = tf.matmul(matrix2, response_GRU_embeddings)
    matrix = tf.stack([matrix1, matrix2], axis=3, name='matrix_stack')
    conv_layer = tf.layers.conv2d(matrix, filters=8, kernel_size=(3, 3), padding='VALID', kernel_initializer=tf.contrib.keras.initializers.he_normal(), activation=tf.nn.relu, reuse=reuse, name='conv')
    pooling_layer = tf.layers.max_pooling2d(conv_layer, (3, 3), strides=(3, 3), padding='VALID', name='max_pooling')
    matching_vector = tf.layers.dense(tf.contrib.layers.flatten(pooling_layer), 50, kernel_initializer=tf.contrib.layers.xavier_initializer(), activation=tf.tanh, reuse=reuse, name='matching_v')
    if not reuse:
        reuse = True
    matching_vectors.append(matching_vector)"
speechbrain,https://github.com/speechbrain/speechbrain/tree/master/speechbrain/utils/metric_stats.py,,sequence_evaluation$175,"for (p, t) in zip(predict, target):
    score = metric(p, t)
    scores.append(score)","for e_target in zip(predict, target):
    t = e_target[1]
    p = e_target[0]
    score = metric(p, t)
    scores.append(score)"
chainer-chemistry,https://github.com/chainer/chainer-chemistry/tree/master/examples/molnet_wle/predict_molnet_wle.py,,main$69,"for (k, v) in rocauc_result.items():
    eval_result[k] = float(v)","for e_target in rocauc_result.items():
    v = e_target[1]
    k = e_target[0]
    eval_result[k] = float(v)"
open-paperless,https://github.com/zhoubear/open-paperless/tree/master/mayan/apps/common/generics.py,SingleObjectEditView,get_object$467,"for (key, value) in self.get_instance_extra_data().items():
    setattr(obj, key, value)","for e_target in self.get_instance_extra_data().items():
    value = e_target[1]
    key = e_target[0]
    setattr(obj, key, value)"
trankit,https://github.com/nlp-uoregon/trankit/tree/master/trankit/adapter_transformers/trainer.py,Trainer,train$364,"for (step, inputs) in enumerate(epoch_iterator):
    if steps_trained_in_current_epoch > 0:
        steps_trained_in_current_epoch -= 1
        continue
    tr_loss += self._training_step(model, inputs, optimizer)
    if (step + 1) % self.args.gradient_accumulation_steps == 0 or (len(epoch_iterator) <= self.args.gradient_accumulation_steps and step + 1 == len(epoch_iterator)):
        if hasattr(self.model.config, 'adapter_fusion') and self.model.config.adapter_fusion['regularization']:
            fusion_reg_loss = get_fusion_regularization_loss(self.model)
            fusion_reg_loss.backward()
        if self.args.fp16:
            torch.nn.utils.clip_grad_norm_(amp.master_params(optimizer), self.args.max_grad_norm)
        else:
            torch.nn.utils.clip_grad_norm_(model.parameters(), self.args.max_grad_norm)
        if is_tpu_available():
            xm.optimizer_step(optimizer)
        else:
            optimizer.step()
        scheduler.step()
        model.zero_grad()
        self.global_step += 1
        self.epoch = epoch + (step + 1) / len(epoch_iterator)
        if self.args.logging_steps > 0 and self.global_step % self.args.logging_steps == 0 or (self.global_step == 1 and self.args.logging_first_step):
            logs: Dict[str, float] = {}
            logs['loss'] = (tr_loss - logging_loss) / self.args.logging_steps
            logs['learning_rate'] = scheduler.get_last_lr()[0] if version.parse(torch.__version__) >= version.parse('1.4') else scheduler.get_lr()[0]
            logging_loss = tr_loss
            self._log(logs)
            if self.args.evaluate_during_training:
                self.evaluate()
        if self.args.save_steps > 0 and self.global_step % self.args.save_steps == 0:
            if hasattr(model, 'module'):
                assert model.module is self.model
            else:
                assert model is self.model
            output_dir = os.path.join(self.args.output_dir, f'{PREFIX_CHECKPOINT_DIR}-{self.global_step}')
            self.save_model(output_dir)
            if self.is_world_master():
                self._rotate_checkpoints()
            if is_tpu_available():
                xm.rendezvous('saving_optimizer_states')
                xm.save(optimizer.state_dict(), os.path.join(output_dir, 'optimizer.pt'))
                xm.save(scheduler.state_dict(), os.path.join(output_dir, 'scheduler.pt'))
            elif self.is_world_master():
                torch.save(optimizer.state_dict(), os.path.join(output_dir, 'optimizer.pt'))
                torch.save(scheduler.state_dict(), os.path.join(output_dir, 'scheduler.pt'))
    if self.args.max_steps > 0 and self.global_step > self.args.max_steps:
        epoch_iterator.close()
        break","for e_target in enumerate(epoch_iterator):
    inputs = e_target[1]
    step = e_target[0]
    if steps_trained_in_current_epoch > 0:
        steps_trained_in_current_epoch -= 1
        continue
    tr_loss += self._training_step(model, inputs, optimizer)
    if (step + 1) % self.args.gradient_accumulation_steps == 0 or (len(epoch_iterator) <= self.args.gradient_accumulation_steps and step + 1 == len(epoch_iterator)):
        if hasattr(self.model.config, 'adapter_fusion') and self.model.config.adapter_fusion['regularization']:
            fusion_reg_loss = get_fusion_regularization_loss(self.model)
            fusion_reg_loss.backward()
        if self.args.fp16:
            torch.nn.utils.clip_grad_norm_(amp.master_params(optimizer), self.args.max_grad_norm)
        else:
            torch.nn.utils.clip_grad_norm_(model.parameters(), self.args.max_grad_norm)
        if is_tpu_available():
            xm.optimizer_step(optimizer)
        else:
            optimizer.step()
        scheduler.step()
        model.zero_grad()
        self.global_step += 1
        self.epoch = epoch + (step + 1) / len(epoch_iterator)
        if self.args.logging_steps > 0 and self.global_step % self.args.logging_steps == 0 or (self.global_step == 1 and self.args.logging_first_step):
            logs: Dict[str, float] = {}
            logs['loss'] = (tr_loss - logging_loss) / self.args.logging_steps
            logs['learning_rate'] = scheduler.get_last_lr()[0] if version.parse(torch.__version__) >= version.parse('1.4') else scheduler.get_lr()[0]
            logging_loss = tr_loss
            self._log(logs)
            if self.args.evaluate_during_training:
                self.evaluate()
        if self.args.save_steps > 0 and self.global_step % self.args.save_steps == 0:
            if hasattr(model, 'module'):
                assert model.module is self.model
            else:
                assert model is self.model
            output_dir = os.path.join(self.args.output_dir, f'{PREFIX_CHECKPOINT_DIR}-{self.global_step}')
            self.save_model(output_dir)
            if self.is_world_master():
                self._rotate_checkpoints()
            if is_tpu_available():
                xm.rendezvous('saving_optimizer_states')
                xm.save(optimizer.state_dict(), os.path.join(output_dir, 'optimizer.pt'))
                xm.save(scheduler.state_dict(), os.path.join(output_dir, 'scheduler.pt'))
            elif self.is_world_master():
                torch.save(optimizer.state_dict(), os.path.join(output_dir, 'optimizer.pt'))
                torch.save(scheduler.state_dict(), os.path.join(output_dir, 'scheduler.pt'))
    if self.args.max_steps > 0 and self.global_step > self.args.max_steps:
        epoch_iterator.close()
        break"
moto,https://github.com/spulec/moto/tree/master/moto/ds/validations.py,,validate_args$10,"for (fieldname, value) in validators:
    msg = validation_map[fieldname](value)
    if msg:
        err_msgs.append((fieldname, value, msg))","for e_target in validators:
    value = e_target[1]
    fieldname = e_target[0]
    msg = validation_map[fieldname](value)
    if msg:
        err_msgs.append((fieldname, value, msg))"
fonttools,https://github.com/fonttools/fonttools/tree/master/Lib/fontTools/ttLib/tables/TupleVariation.py,,decompileTupleVariation_$710,"for (p, x, y) in zip(points, deltas_x, deltas_y):
    if 0 <= p < pointCount:
        deltas[p] = (x, y)","for e_target in zip(points, deltas_x, deltas_y):
    y = e_target[2]
    x = e_target[1]
    p = e_target[0]
    if 0 <= p < pointCount:
        deltas[p] = (x, y)"
TensorNetwork,https://github.com/google/TensorNetwork/tree/master/tensornetwork/tests/testing_utils.py,,assert_allclose$104,"for (c1, c2) in zip(exp.flat_charges, act.flat_charges):
    if not charge_equal(c1, c2):
        raise ValueError('expected charges differ from actual charges')","for e_target in zip(exp.flat_charges, act.flat_charges):
    c2 = e_target[1]
    c1 = e_target[0]
    if not charge_equal(c1, c2):
        raise ValueError('expected charges differ from actual charges')"
salt,https://github.com/saltstack/salt/tree/master/salt/states/bigip.py,,manage_monitor$2812,"for (key, value) in kwargs.items():
    params[key] = value","for e_target in kwargs.items():
    value = e_target[1]
    key = e_target[0]
    params[key] = value"
animation_nodes,https://github.com/JacquesLucke/animation_nodes/tree/master/animation_nodes/data_structures/struct.py,ANStruct,copyValues$5,"for ((dataType, name), value) in self.items():
    s[dataType, name] = getCopyFunction(dataType)(value)","for e_target in self.items():
    value = e_target[1]
    name = e_target[0][1]
    dataType = e_target[0][0]
    s[dataType, name] = getCopyFunction(dataType)(value)"
DetectoRS,https://github.com/joe-siyuan-qiao/DetectoRS/tree/master/mmdet/models/backbones/resnext.py,ResNeXt,__init__$206,"for (i, num_blocks) in enumerate(self.stage_blocks):
    stride = self.strides[i]
    dilation = self.dilations[i]
    dcn = self.dcn if self.stage_with_dcn[i] else None
    gcb = self.gcb if self.stage_with_gcb[i] else None
    sac = self.sac if self.stage_with_sac[i] else None
    rfp = self.rfp if self.stage_with_rfp[i] else None
    planes = 64 * 2 ** i
    res_layer = make_res_layer(self.block, self.inplanes, planes, num_blocks, stride=stride, dilation=dilation, groups=self.groups, base_width=self.base_width, style=self.style, with_cp=self.with_cp, conv_cfg=self.conv_cfg, norm_cfg=self.norm_cfg, dcn=dcn, gcb=gcb, sac=sac, rfp=rfp)
    self.inplanes = planes * self.block.expansion
    layer_name = 'layer{}'.format(i + 1)
    self.add_module(layer_name, res_layer)
    self.res_layers.append(layer_name)","for e_target in enumerate(self.stage_blocks):
    num_blocks = e_target[1]
    i = e_target[0]
    stride = self.strides[i]
    dilation = self.dilations[i]
    dcn = self.dcn if self.stage_with_dcn[i] else None
    gcb = self.gcb if self.stage_with_gcb[i] else None
    sac = self.sac if self.stage_with_sac[i] else None
    rfp = self.rfp if self.stage_with_rfp[i] else None
    planes = 64 * 2 ** i
    res_layer = make_res_layer(self.block, self.inplanes, planes, num_blocks, stride=stride, dilation=dilation, groups=self.groups, base_width=self.base_width, style=self.style, with_cp=self.with_cp, conv_cfg=self.conv_cfg, norm_cfg=self.norm_cfg, dcn=dcn, gcb=gcb, sac=sac, rfp=rfp)
    self.inplanes = planes * self.block.expansion
    layer_name = 'layer{}'.format(i + 1)
    self.add_module(layer_name, res_layer)
    self.res_layers.append(layer_name)"
angr,https://github.com/angr/angr/tree/master/angr/analyses/cfg/cfg_base.py,CFGBase,_get_finished_functions$1193,"for (func_addr, all_jobs) in self._jobs_to_analyze_per_function.items():
    if not all_jobs:
        finished_func_addrs.append(func_addr)","for e_target in self._jobs_to_analyze_per_function.items():
    all_jobs = e_target[1]
    func_addr = e_target[0]
    if not all_jobs:
        finished_func_addrs.append(func_addr)"
ansible-modules-core,https://github.com/ansible/ansible-modules-core/tree/master/packaging/os/apt_repository.py,SourcesList,save$292,"for (filename, sources) in list(self.files.items()):
    if sources:
        (d, fn) = os.path.split(filename)
        (fd, tmp_path) = tempfile.mkstemp(prefix='.%s-' % fn, dir=d)
        f = os.fdopen(fd, 'w')
        for (n, valid, enabled, source, comment) in sources:
            chunks = []
            if not enabled:
                chunks.append('# ')
            chunks.append(source)
            if comment:
                chunks.append(' # ')
                chunks.append(comment)
            chunks.append('\n')
            line = ''.join(chunks)
            try:
                f.write(line)
            except IOError:
                err = get_exception()
                self.module.fail_json(msg='Failed to write to file %s: %s' % (tmp_path, unicode(err)))
        self.module.atomic_move(tmp_path, filename)
        if filename in self.new_repos:
            this_mode = self.module.params.get('mode', DEFAULT_SOURCES_PERM)
            self.module.set_mode_if_different(filename, this_mode, False)
    else:
        del self.files[filename]
        if os.path.exists(filename):
            os.remove(filename)","for e_target in list(self.files.items()):
    sources = e_target[1]
    filename = e_target[0]
    if sources:
        (d, fn) = os.path.split(filename)
        (fd, tmp_path) = tempfile.mkstemp(prefix='.%s-' % fn, dir=d)
        f = os.fdopen(fd, 'w')
        for (n, valid, enabled, source, comment) in sources:
            chunks = []
            if not enabled:
                chunks.append('# ')
            chunks.append(source)
            if comment:
                chunks.append(' # ')
                chunks.append(comment)
            chunks.append('\n')
            line = ''.join(chunks)
            try:
                f.write(line)
            except IOError:
                err = get_exception()
                self.module.fail_json(msg='Failed to write to file %s: %s' % (tmp_path, unicode(err)))
        self.module.atomic_move(tmp_path, filename)
        if filename in self.new_repos:
            this_mode = self.module.params.get('mode', DEFAULT_SOURCES_PERM)
            self.module.set_mode_if_different(filename, this_mode, False)
    else:
        del self.files[filename]
        if os.path.exists(filename):
            os.remove(filename)"
mypy,https://github.com/python/mypy/tree/master/mypy/semanal_classprop.py,,calculate_class_vars$128,"for (name, sym) in info.names.items():
    node = sym.node
    if isinstance(node, Var) and node.info and node.is_inferred and (not node.is_classvar):
        for base in info.mro[1:]:
            member = base.names.get(name)
            if member is not None and isinstance(member.node, Var) and member.node.is_classvar:
                node.is_classvar = True","for e_target in info.names.items():
    sym = e_target[1]
    name = e_target[0]
    node = sym.node
    if isinstance(node, Var) and node.info and node.is_inferred and (not node.is_classvar):
        for base in info.mro[1:]:
            member = base.names.get(name)
            if member is not None and isinstance(member.node, Var) and member.node.is_classvar:
                node.is_classvar = True"
aldjemy,https://github.com/aldjemy/aldjemy/tree/master/test_project_postgres/sample/tests.py,TestArrayField,test_sa_sql_expression_language_fetching$60,"for (t_data, c_object) in zip(test_data, created_objects):
    (t_data_id, t_data_board) = t_data
    assert t_data_id == c_object.id
    assert t_data_board == c_object.board","for e_target in zip(test_data, created_objects):
    c_object = e_target[1]
    t_data = e_target[0]
    (t_data_id, t_data_board) = t_data
    assert t_data_id == c_object.id
    assert t_data_board == c_object.board"
sympy,https://github.com/sympy/sympy/tree/master/sympy/simplify/hyperexpand.py,G_Function,compute_buckets$630,"for (dic, lis) in zip(dicts, (self.an, self.ap, self.bm, self.bq)):
    for x in lis:
        dic[_mod1(x)].append(x)","for e_target in zip(dicts, (self.an, self.ap, self.bm, self.bq)):
    lis = e_target[1]
    dic = e_target[0]
    for x in lis:
        dic[_mod1(x)].append(x)"
sympy,https://github.com/sympy/sympy/tree/master/sympy/ntheory/qs.py,,_initialize_first_polynomial$101,"for (idx, val) in enumerate(q):
    q_l = factor_base[val].prime
    gamma = factor_base[val].tmem_p * mod_inverse(a // q_l, q_l) % q_l
    if gamma > q_l / 2:
        gamma = q_l - gamma
    B.append(a // q_l * gamma)","for e_target in enumerate(q):
    val = e_target[1]
    idx = e_target[0]
    q_l = factor_base[val].prime
    gamma = factor_base[val].tmem_p * mod_inverse(a // q_l, q_l) % q_l
    if gamma > q_l / 2:
        gamma = q_l - gamma
    B.append(a // q_l * gamma)"
checkmk,https://github.com/tribe29/checkmk/tree/master/cmk/gui/plugins/visuals/filters.py,FilterHostgroupProblems,display$728,"for (host_var, host_text) in self._options('host'):
    namevar = 'hostgroups_having_hosts_%s' % host_var
    html.checkbox(namevar, bool(value.get(namevar, True)), label=host_text)","for e_target in self._options('host'):
    host_text = e_target[1]
    host_var = e_target[0]
    namevar = 'hostgroups_having_hosts_%s' % host_var
    html.checkbox(namevar, bool(value.get(namevar, True)), label=host_text)"
salt,https://github.com/saltstack/salt/tree/master/tests/integration/ssh/test_state.py,SSHStateTest,_check_dict_ret$24,"for (key, value) in ret.items():
    self.assertIsInstance(value, dict)
    if equal:
        self.assertEqual(value[val], exp_ret)
    else:
        self.assertNotEqual(value[val], exp_ret)","for e_target in ret.items():
    value = e_target[1]
    key = e_target[0]
    self.assertIsInstance(value, dict)
    if equal:
        self.assertEqual(value[val], exp_ret)
    else:
        self.assertNotEqual(value[val], exp_ret)"
deluge,https://github.com/deluge-torrent/deluge/tree/master/deluge/ui/console/modes/torrentlist/torrentactions.py,,action_remove$35,"for (t_id, e_msg) in errors:
    error_msgs += 'Error removing torrent %s : %s\n' % (t_id, e_msg)","for e_target in errors:
    e_msg = e_target[1]
    t_id = e_target[0]
    error_msgs += 'Error removing torrent %s : %s\n' % (t_id, e_msg)"
checkmk,https://github.com/tribe29/checkmk/tree/master/cmk/gui/utils/labels.py,LabelsCache,_livestatus_get_labels$128,"for (key, value) in service_label.items():
    service_labels.setdefault(site_id, {}).update({key: value})","for e_target in service_label.items():
    value = e_target[1]
    key = e_target[0]
    service_labels.setdefault(site_id, {}).update({key: value})"
rpaframework,https://github.com/robocorp/rpaframework/tree/master/packages/pdf/src/RPA/PDF/keywords/document.py,DocumentKeywords,template_html_to_pdf$131,"for (key, value) in variables.items():
    html = html.replace('{{' + key + '}}', str(value))","for e_target in variables.items():
    value = e_target[1]
    key = e_target[0]
    html = html.replace('{{' + key + '}}', str(value))"
TFace,https://github.com/Tencent/TFace/tree/master/torchkit/backbone/model_efficientnet.py,EfficientNet,_init_params$398,"for (name, module) in self.named_modules():
    if isinstance(module, nn.Conv2d):
        init.kaiming_uniform_(module.weight)
        if module.bias is not None:
            init.constant_(module.bias, 0)","for e_target in self.named_modules():
    module = e_target[1]
    name = e_target[0]
    if isinstance(module, nn.Conv2d):
        init.kaiming_uniform_(module.weight)
        if module.bias is not None:
            init.constant_(module.bias, 0)"
felicette,https://github.com/plant99/felicette/tree/master/felicette/utils/color.py,,color$26,"for (window, ij) in windows:
    arr = color_worker(rasters, window, ij, args)
    dest.write(arr, window=window)","for e_target in windows:
    ij = e_target[1]
    window = e_target[0]
    arr = color_worker(rasters, window, ij, args)
    dest.write(arr, window=window)"
kivy,https://github.com/kivy/kivy/tree/master/kivy/animation.py,Animation,_initialize$300,"for (key, value) in self._animated_properties.items():
    original_value = getattr(widget, key)
    if isinstance(original_value, (tuple, list)):
        original_value = original_value[:]
    elif isinstance(original_value, dict):
        original_value = original_value.copy()
    p[key] = (original_value, value)","for e_target in self._animated_properties.items():
    value = e_target[1]
    key = e_target[0]
    original_value = getattr(widget, key)
    if isinstance(original_value, (tuple, list)):
        original_value = original_value[:]
    elif isinstance(original_value, dict):
        original_value = original_value.copy()
    p[key] = (original_value, value)"
pymc,https://github.com/pymc-devs/pymc/tree/master/pymc/model_graph.py,ModelGraph,make_graph$189,"for (key, values) in self.make_compute_graph().items():
    for value in values:
        graph.edge(value.replace(':', '&'), key.replace(':', '&'))","for e_target in self.make_compute_graph().items():
    values = e_target[1]
    key = e_target[0]
    for value in values:
        graph.edge(value.replace(':', '&'), key.replace(':', '&'))"
LanZouCloud-CMD,https://github.com/zaxtyson/LanZouCloud-CMD/tree/master/lanzou/api/core.py,LanZouCloud,get_rec_file_list$200,"for (fid, ftype, name, time) in sorted(files, key=lambda x: x[2]):
    if not name.endswith(ftype):
        name = name + '.' + ftype
    if name in file_name_list:
        counter += 1
        name = f'{name}({counter})'
    else:
        counter = 1
        file_name_list.append(name)
    file_list.append(RecFile(name, int(fid), ftype, size='', time=time))","for e_target in sorted(files, key=lambda x: x[2]):
    time = e_target[3]
    name = e_target[2]
    ftype = e_target[1]
    fid = e_target[0]
    if not name.endswith(ftype):
        name = name + '.' + ftype
    if name in file_name_list:
        counter += 1
        name = f'{name}({counter})'
    else:
        counter = 1
        file_name_list.append(name)
    file_list.append(RecFile(name, int(fid), ftype, size='', time=time))"
nova,https://github.com/openstack/nova/tree/master/nova/tests/functional/test_nova_manage.py,TestDBArchiveDeletedRowsMultiCell,test_archive_deleted_rows$2239,"for (cell_name, server_id) in server_ids.items():
    with context.target_cell(admin_context, self.cell_mappings[cell_name]) as cctxt:
        objects.Instance.get_by_uuid(cctxt, server_id)","for e_target in server_ids.items():
    server_id = e_target[1]
    cell_name = e_target[0]
    with context.target_cell(admin_context, self.cell_mappings[cell_name]) as cctxt:
        objects.Instance.get_by_uuid(cctxt, server_id)"
galaxy,https://github.com/ansible/galaxy/tree/master/lib/galaxy/webapps/galaxy/controllers/dataset.py,DatasetInterface,get_edit$196,"for (action, roles) in trans.app.security_agent.get_permissions(data.dataset).items():
    in_roles[action.action] = [trans.security.encode_id(role.id) for role in roles]","for e_target in trans.app.security_agent.get_permissions(data.dataset).items():
    roles = e_target[1]
    action = e_target[0]
    in_roles[action.action] = [trans.security.encode_id(role.id) for role in roles]"
elastalert,https://github.com/Yelp/elastalert/tree/master/tests/rules_test.py,,test_eventwindow$187,"for (exp, actual) in zip(timestamps[1:], window.data):
    assert actual[0]['@timestamp'] == exp","for e_target in zip(timestamps[1:], window.data):
    actual = e_target[1]
    exp = e_target[0]
    assert actual[0]['@timestamp'] == exp"
open_model_zoo,https://github.com/openvinotoolkit/open_model_zoo/tree/master/tools/accuracy_checker/openvino/tools/accuracy_checker/adapters/mask_rcnn_with_text.py,MaskRCNNWithTextAdapter,mask_to_result_old$166,"for (cls, raw_mask) in zip(det_labels, det_masks):
    per_obj_raw_masks.append(raw_mask[cls, ...])","for e_target in zip(det_labels, det_masks):
    raw_mask = e_target[1]
    cls = e_target[0]
    per_obj_raw_masks.append(raw_mask[cls, ...])"
v2rayL,https://github.com/jiangxufeng/v2rayL/tree/master/v2rayL-GUI/sub2conf_api.py,Sub2Conf,conf2b64$434,"for (k, v) in self.conf[region].items():
    tmp[k] = v","for e_target in self.conf[region].items():
    v = e_target[1]
    k = e_target[0]
    tmp[k] = v"
sparseml,https://github.com/neuralmagic/sparseml/tree/master/src/sparseml/optim/sensitivity.py,PruningLossSensitivityAnalysis,results_model$326,"for (key, val) in res.averages.items():
    if key not in measurements:
        measurements[key] = 0.0
    measurements[key] += val","for e_target in res.averages.items():
    val = e_target[1]
    key = e_target[0]
    if key not in measurements:
        measurements[key] = 0.0
    measurements[key] += val"
FSL-Mate,https://github.com/tata1661/FSL-Mate/tree/master/PaddleFSL/examples/FewCLUE/pet/predict.py,,write_bustm$218,"for (idx, example) in enumerate(test_ds):
    test_example['id'] = example['id']
    test_example['label'] = pred_labels[idx]
    str_test_example = json.dumps(test_example) + '\n'
    f.write(str_test_example)","for e_target in enumerate(test_ds):
    example = e_target[1]
    idx = e_target[0]
    test_example['id'] = example['id']
    test_example['label'] = pred_labels[idx]
    str_test_example = json.dumps(test_example) + '\n'
    f.write(str_test_example)"
py-evm,https://github.com/ethereum/py-evm/tree/master/eth/db/journal.py,Journal,discard$140,"for (old_key, old_value) in rollback_data.items():
    if old_value is REVERT_TO_WRAPPED:
        self._current_values.pop(old_key, None)
    elif old_value is DELETE_WRAPPED:
        self._current_values[old_key] = old_value
    elif type(old_value) is bytes:
        self._current_values[old_key] = old_value
    else:
        raise ValidationError(f'Unexpected value, must be bytes: {old_value!r}')","for e_target in rollback_data.items():
    old_value = e_target[1]
    old_key = e_target[0]
    if old_value is REVERT_TO_WRAPPED:
        self._current_values.pop(old_key, None)
    elif old_value is DELETE_WRAPPED:
        self._current_values[old_key] = old_value
    elif type(old_value) is bytes:
        self._current_values[old_key] = old_value
    else:
        raise ValidationError(f'Unexpected value, must be bytes: {old_value!r}')"
ansible-modules-extras,https://github.com/ansible/ansible-modules-extras/tree/master/cloud/amazon/efs_facts.py,,group_list_of_dict$326,"for (key, value) in item.items():
    result[key] += value if isinstance(value, list) else [value]","for e_target in item.items():
    value = e_target[1]
    key = e_target[0]
    result[key] += value if isinstance(value, list) else [value]"
checkmk,https://github.com/tribe29/checkmk/tree/master/cmk/utils/packaging.py,,_validate_package_files_part$536,"for (other_pacname, other_package_info) in packages.items():
    for other_rel_path in other_package_info['files'].get(part, []):
        if other_rel_path == rel_path and other_pacname != pacname:
            raise PackageException('File %s does already belong to package %s' % (path, other_pacname))","for e_target in packages.items():
    other_package_info = e_target[1]
    other_pacname = e_target[0]
    for other_rel_path in other_package_info['files'].get(part, []):
        if other_rel_path == rel_path and other_pacname != pacname:
            raise PackageException('File %s does already belong to package %s' % (path, other_pacname))"
