repo_name,file_html,cl,me,code,complicate_code,has_break,,
brat,https://github.com/nlplab/brat/tree/master/server/src/annotator.py,,_set_comments$587,"for com_ann in ann_obj.get_oneline_comments():
    if com_ann.type == 'AnnotatorNotes' and com_ann.target == ann.id:
        found = com_ann
        undo_resp['comment'] = found.tail[1:]
        break
else:
    found = None","flag_else = 1

for com_ann in ann_obj.get_oneline_comments():
    if com_ann.type == 'AnnotatorNotes' and com_ann.target == ann.id:
        found = com_ann
        undo_resp['comment'] = found.tail[1:]
        flag_else = 0
        break
if flag_else:
    found = None",1,FALSE,
deluge,https://github.com/deluge-torrent/deluge/tree/master/deluge/tests/test_core.py,CoreTestCase,start_web_server$94,"for dummy in range(10):
    try:
        self.webserver = reactor.listenTCP(self.listen_port, website)
    except CannotListenError as ex:
        error = ex
        self.listen_port += 1
    else:
        break
else:
    raise error","flag_else = 1

for dummy in range(10):
    try:
        self.webserver = reactor.listenTCP(self.listen_port, website)
    except CannotListenError as ex:
        error = ex
        self.listen_port += 1
    else:
        flag_else = 0
        break
if flag_else:
    raise error",1,FALSE,
VSCodeNotebook,https://github.com/aviaryan/VSCodeNotebook/tree/master/vscode_notebook/pyaes/aes.py,Counter,increment$285,"for i in xrange(len(self._counter) - 1, -1, -1):
    self._counter[i] += 1
    if self._counter[i] < 256:
        break
    self._counter[i] = 0
else:
    self._counter = [0] * len(self._counter)","flag_else = 1

for i in xrange(len(self._counter) - 1, -1, -1):
    self._counter[i] += 1
    if self._counter[i] < 256:
        flag_else = 0
        break
    self._counter[i] = 0
if flag_else:
    self._counter = [0] * len(self._counter)",1,FALSE,
orchest,https://github.com/orchest/orchest/tree/master/services/orchest-webserver/app/app/utils.py,,resolve_absolute_path$751,"for (prefix, fs_prefix) in prefix_map.items():
    if abs_path.startswith(prefix):
        matched_prefix = prefix
        resolved_prefix = fs_prefix
        break
else:
    return","flag_else = 1

for (prefix, fs_prefix) in prefix_map.items():
    if abs_path.startswith(prefix):
        matched_prefix = prefix
        resolved_prefix = fs_prefix
        flag_else = 0
        break
if flag_else:
    return",1,FALSE,
QUANTAXIS,https://github.com/QUANTAXIS/QUANTAXIS/tree/master/QUANTAXIS/QAUtil/QADate_trade.py,,QA_util_get_real_date$7947,"while date not in trade_list:
    date = str(datetime.datetime.strptime(str(date)[0:10], '%Y-%m-%d') + datetime.timedelta(days=1))[0:10]
else:
    return str(date)[0:10]","while date not in trade_list:
    date = str(datetime.datetime.strptime(str(date)[0:10], '%Y-%m-%d') + datetime.timedelta(days=1))[0:10]

return str(date)[0:10]
",0,TRUE,
glance,https://github.com/openstack/glance/tree/master/glance/db/simple/api.py,,image_member_delete$629,"for (i, member) in enumerate(DATA['members']):
    if member['id'] == member_id:
        del DATA['members'][i]
        break
else:
    raise exception.NotFound()","flag_else = 1

for (i, member) in enumerate(DATA['members']):
    if member['id'] == member_id:
        del DATA['members'][i]
        flag_else = 0
        break
if flag_else:
    raise exception.NotFound()",1,FALSE,
mutagen,https://github.com/quodlibet/mutagen/tree/master/mutagen/_util.py,DictMixin,popitem$483,"for key in self.keys():
    break
else:
    raise KeyError('dictionary is empty')","flag_else = 1

for key in self.keys():
    flag_else = 0
    break
if flag_else:
    raise KeyError('dictionary is empty')",1,FALSE,
salt,https://github.com/saltstack/salt/tree/master/salt/engines/slack.py,SlackClient,generate_triggered_messages$472,"for sleeps in (5, 10, 30, 60):
    if self.slack_connect:
        break
    else:
        log.warning('Slack connection is invalid. Server: %s, sleeping %s', self.sc.server, sleeps)
        time.sleep(sleeps)
else:
    raise UserWarning('Connection to slack is still invalid, giving up: {}'.format(self.slack_connect))","flag_else = 1

for sleeps in (5, 10, 30, 60):
    if self.slack_connect:
        flag_else = 0
        break
    else:
        log.warning('Slack connection is invalid. Server: %s, sleeping %s', self.sc.server, sleeps)
        time.sleep(sleeps)
if flag_else:
    raise UserWarning('Connection to slack is still invalid, giving up: {}'.format(self.slack_connect))",1,FALSE,
py-junos-eznc,https://github.com/Juniper/py-junos-eznc/tree/master/lib/jnpr/junos/exception.py,RpcError,__init__$22,"for error in errs.errors:
    if error.severity == 'error':
        self.rsp = JXML.remove_namespaces(error.xml)
        break
else:
    if errs.severity == 'warning':
        for error in errs.errors:
            if error.severity == 'warning':
                self.rsp = JXML.remove_namespaces(error.xml)
                break","flag_else = 1

for error in errs.errors:
    if error.severity == 'error':
        self.rsp = JXML.remove_namespaces(error.xml)
        flag_else = 0
        break
if flag_else:
    if errs.severity == 'warning':
        for error in errs.errors:
            if error.severity == 'warning':
                self.rsp = JXML.remove_namespaces(error.xml)
                break",1,FALSE,
jellyfin-kodi,https://github.com/jellyfin/jellyfin-kodi/tree/master/jellyfin_kodi/views.py,Views,node_random$561,"for rule in root.findall('.//limit'):
    rule.text = str(self.limit)
    break
else:
    etree.SubElement(root, 'limit').text = str(self.limit)","flag_else = 1

for rule in root.findall('.//limit'):
    rule.text = str(self.limit)
    flag_else = 0
    break
if flag_else:
    etree.SubElement(root, 'limit').text = str(self.limit)",1,FALSE,
satpy,https://github.com/pytroll/satpy/tree/master/satpy/modifiers/_crefl_utils.py,_Coefficients,_find_coefficient_index$108,"for res in sorted(index_map.keys()):
    if resolution <= res:
        index_map = index_map[res]
        break
else:
    raise ValueError('Unrecognized data resolution: {}', resolution)","flag_else = 1

for res in sorted(index_map.keys()):
    if resolution <= res:
        index_map = index_map[res]
        flag_else = 0
        break
if flag_else:
    raise ValueError('Unrecognized data resolution: {}', resolution)",1,FALSE,
imageio,https://github.com/imageio/imageio/tree/master/imageio/plugins/_tifffile.py,,validate_jhove$10031,"for i in ignore:
    if i in error:
        break
else:
    raise ValueError(error)","flag_else = 1

for i in ignore:
    if i in error:
        flag_else = 0
        break
if flag_else:
    raise ValueError(error)",1,FALSE,
seldom,https://github.com/SeldomQA/seldom/tree/master/seldom/case.py,TestCase,assertInUrl$154,"for _ in range(Seldom.timeout + 1):
    current_url = unquote(Seldom.driver.current_url)
    try:
        self.assertIn(url, current_url)
        break
    except AssertionError:
        sleep(1)
else:
    self.assertIn(url, Seldom.driver.current_url, msg=msg)","flag_else = 1

for _ in range(Seldom.timeout + 1):
    current_url = unquote(Seldom.driver.current_url)
    try:
        self.assertIn(url, current_url)
        flag_else = 0
        break
    except AssertionError:
        sleep(1)
if flag_else:
    self.assertIn(url, Seldom.driver.current_url, msg=msg)",1,FALSE,
bumblebee-status,https://github.com/tobi-wan-kenobi/bumblebee-status/tree/master//versioneer.py,,run_command$389,"for c in commands:
    try:
        dispcmd = str([c] + args)
        p = subprocess.Popen([c] + args, cwd=cwd, env=env, stdout=subprocess.PIPE, stderr=subprocess.PIPE if hide_stderr else None)
        break
    except EnvironmentError:
        e = sys.exc_info()[1]
        if e.errno == errno.ENOENT:
            continue
        if verbose:
            print('unable to run %s' % dispcmd)
            print(e)
        return (None, None)
else:
    if verbose:
        print('unable to find command, tried %s' % (commands,))
    return (None, None)","flag_else = 1

for c in commands:
    try:
        dispcmd = str([c] + args)
        p = subprocess.Popen([c] + args, cwd=cwd, env=env, stdout=subprocess.PIPE, stderr=subprocess.PIPE if hide_stderr else None)
        flag_else = 0
        break
    except EnvironmentError:
        e = sys.exc_info()[1]
        if e.errno == errno.ENOENT:
            continue
        if verbose:
            print('unable to run %s' % dispcmd)
            print(e)
        return (None, None)
if flag_else:
    if verbose:
        print('unable to find command, tried %s' % (commands,))
    return (None, None)",1,FALSE,
aptsources-cleanup,https://github.com/davidfoerster/aptsources-cleanup/tree/master/src/aptsources_cleanup/util/collections/abc.py,,_check_methods$16,"for B in mro:
    if method in B.__dict__:
        if B.__dict__[method] is None:
            return NotImplemented
        break
else:
    return NotImplemented","flag_else = 1

for B in mro:
    if method in B.__dict__:
        if B.__dict__[method] is None:
            return NotImplemented
        flag_else = 0
        break
if flag_else:
    return NotImplemented",1,FALSE,
hypothesis,https://github.com/HypothesisWorks/hypothesis/tree/master/hypothesis-python/src/hypothesis/strategies/_internal/datetime.py,,_valid_key_cacheable$347,"for root in tzpath:
    if os.path.exists(os.path.join(root, key)):
        return True
else:
    if importlib_resources is None:
        raise ImportError('The importlib_resources module is required, but could not be imported.  Run `pip install hypothesis[zoneinfo]` and try again.')
    (*package_loc, resource_name) = key.split('/')
    package = 'tzdata.zoneinfo.' + '.'.join(package_loc)
    try:
        return importlib_resources.is_resource(package, resource_name)
    except ModuleNotFoundError:
        return False","for root in tzpath:
    if os.path.exists(os.path.join(root, key)):
        return True

if importlib_resources is None:
    raise ImportError('The importlib_resources module is required, but could not be imported.  Run `pip install hypothesis[zoneinfo]` and try again.')
(*package_loc, resource_name) = key.split('/')
package = 'tzdata.zoneinfo.' + '.'.join(package_loc)
try:
    return importlib_resources.is_resource(package, resource_name)
except ModuleNotFoundError:
    return False
",0,TRUE,
dephell,https://github.com/dephell/dephell/tree/master/dephell/commands/project_validate.py,ProjectValidateCommand,__call__$22,"for classifier in root.classifiers:
    if classifier.startswith('Programming Language :: Python ::'):
        break
else:
    self.logger.error('no python version specified in classifier')
    ok = False","flag_else = 1

for classifier in root.classifiers:
    if classifier.startswith('Programming Language :: Python ::'):
        flag_else = 0
        break
if flag_else:
    self.logger.error('no python version specified in classifier')
    ok = False",1,FALSE,
ClipBERT,https://github.com/jayleicn/ClipBERT/tree/master/src/datasets/dataset_video_qa.py,ClipBertVideoQADataset,__getitem__$83,"for _ in range(num_retries):
    (vid_id, examples) = self.datalist[index]
    if self.ensemble_n_clips > 1:
        if self.is_train and self.random_sample_clips:
            vid_frm_array = self._load_video_multi_clips_random(vid_id)
        else:
            vid_frm_array = self._load_video_multi_clips_uniform(vid_id)
    elif self.is_train and self.random_sample_clips:
        (vid_frm_array, _) = self._load_video(vid_id)
    else:
        (vid_frm_array, _) = self._load_video(vid_id, num_clips=1, clip_idx=0)
    if vid_frm_array is None:
        LOGGER.info(f'Failed to load examples with video: {vid_id}. Will randomly sample an example as a replacement.')
        index = random.randint(0, len(self) - 1)
        continue
    examples = [self._get_single_example(e) for e in examples]
    return dict(vid=vid_frm_array, examples=examples, n_examples=len(examples))
else:
    raise RuntimeError(f'Failed to fetch video after {num_retries} retries.')","for _ in range(num_retries):
    (vid_id, examples) = self.datalist[index]
    if self.ensemble_n_clips > 1:
        if self.is_train and self.random_sample_clips:
            vid_frm_array = self._load_video_multi_clips_random(vid_id)
        else:
            vid_frm_array = self._load_video_multi_clips_uniform(vid_id)
    elif self.is_train and self.random_sample_clips:
        (vid_frm_array, _) = self._load_video(vid_id)
    else:
        (vid_frm_array, _) = self._load_video(vid_id, num_clips=1, clip_idx=0)
    if vid_frm_array is None:
        LOGGER.info(f'Failed to load examples with video: {vid_id}. Will randomly sample an example as a replacement.')
        index = random.randint(0, len(self) - 1)
        continue
    examples = [self._get_single_example(e) for e in examples]
    return dict(vid=vid_frm_array, examples=examples, n_examples=len(examples))

raise RuntimeError(f'Failed to fetch video after {num_retries} retries.')
",0,TRUE,
dateparser,https://github.com/scrapinghub/dateparser/tree/master/dateparser/parser.py,_parser,parse_alpha$567,"for (component, directives) in self.alpha_directives.items():
    if skip_component == component:
        continue
    for directive in directives:
        try:
            do = self._get_date_obj(token, directive)
            prev_value = getattr(self, component, None)
            if not prev_value:
                return set_and_return(token, type, component, do, skip_date_order=True)
            elif component == 'month':
                index = self.auto_order.index('month')
                self.auto_order[index] = 'day'
                setattr(self, '_token_day', self._token_month)
                setattr(self, '_token_month', (token, type))
                return [(component, getattr(do, component)), ('day', prev_value)]
        except:
            pass
else:
    raise ValueError('Unable to parse: %s' % token)","for (component, directives) in self.alpha_directives.items():
    if skip_component == component:
        continue
    for directive in directives:
        try:
            do = self._get_date_obj(token, directive)
            prev_value = getattr(self, component, None)
            if not prev_value:
                return set_and_return(token, type, component, do, skip_date_order=True)
            elif component == 'month':
                index = self.auto_order.index('month')
                self.auto_order[index] = 'day'
                setattr(self, '_token_day', self._token_month)
                setattr(self, '_token_month', (token, type))
                return [(component, getattr(do, component)), ('day', prev_value)]
        except:
            pass

raise ValueError('Unable to parse: %s' % token)
",0,TRUE,
sqlalchemy-utils,https://github.com/kvesteri/sqlalchemy-utils/tree/master/sqlalchemy_utils/functions/mock.py,,mock_engine$61,"for frame in inspect.stack()[1:]:
    try:
        frame = frame[0]
        expression = '__target = %s' % engine
        exec(expression, frame.f_globals, frame.f_locals)
        target = frame.f_locals['__target']
        break
    except Exception:
        pass
else:
    raise ValueError('Not a valid python expression', engine)","flag_else = 1

for frame in inspect.stack()[1:]:
    try:
        frame = frame[0]
        expression = '__target = %s' % engine
        exec(expression, frame.f_globals, frame.f_locals)
        target = frame.f_locals['__target']
        flag_else = 0
        break
    except Exception:
        pass
if flag_else:
    raise ValueError('Not a valid python expression', engine)",1,FALSE,
thriftpy2,https://github.com/Thriftpy/thriftpy2/tree/master/thriftpy2/parser/parser.py,,p_ref_type$390,"for attr in dir(ref_type):
    if attr in {'__doc__', '__loader__', '__name__', '__package__', '__spec__', '__thrift_file__', '__thrift_meta__'}:
        continue
    if p[1].startswith(attr + '.'):
        name = p[1][len(attr) + 1:]
        included_ref_type = getattr(ref_type, attr)
        resolved_ref_type = getattr(included_ref_type, name, None)
        if resolved_ref_type is not None:
            ref_type = resolved_ref_type
            break
else:
    for (index, name) in enumerate(p[1].split('.')):
        ref_type = getattr(ref_type, name, None)
        if ref_type is None:
            if index != len(p[1].split('.')) - 1:
                raise ThriftParserError('No type found: %r, at line %d' % (p[1], p.lineno(1)))
            p[0] = incomplete_type.set_info((p[1], p.lineno(1)))
            return","flag_else = 1

for attr in dir(ref_type):
    if attr in {'__doc__', '__loader__', '__name__', '__package__', '__spec__', '__thrift_file__', '__thrift_meta__'}:
        continue
    if p[1].startswith(attr + '.'):
        name = p[1][len(attr) + 1:]
        included_ref_type = getattr(ref_type, attr)
        resolved_ref_type = getattr(included_ref_type, name, None)
        if resolved_ref_type is not None:
            ref_type = resolved_ref_type
            flag_else = 0
            break
if flag_else:
    for (index, name) in enumerate(p[1].split('.')):
        ref_type = getattr(ref_type, name, None)
        if ref_type is None:
            if index != len(p[1].split('.')) - 1:
                raise ThriftParserError('No type found: %r, at line %d' % (p[1], p.lineno(1)))
            p[0] = incomplete_type.set_info((p[1], p.lineno(1)))
            return",1,FALSE,
nova,https://github.com/openstack/nova/tree/master/nova/virt/disk/mount/nbd.py,NbdMount,_inner_get_dev$73,"for _i in range(CONF.timeout_nbd):
    if os.path.exists(pidfile):
        self.device = device
        break
    time.sleep(1)
else:
    self.error = _('nbd device %s did not show up') % device
    LOG.info('NBD mount error: %s', self.error)
    try:
        (_out, err) = nova.privsep.fs.nbd_disconnect(device)
    except processutils.ProcessExecutionError as exc:
        err = str(exc)
    if err:
        LOG.warning('Detaching from erroneous nbd device returned error: %s', err)
    return False","flag_else = 1

for _i in range(CONF.timeout_nbd):
    if os.path.exists(pidfile):
        self.device = device
        flag_else = 0
        break
    time.sleep(1)
if flag_else:
    self.error = _('nbd device %s did not show up') % device
    LOG.info('NBD mount error: %s', self.error)
    try:
        (_out, err) = nova.privsep.fs.nbd_disconnect(device)
    except processutils.ProcessExecutionError as exc:
        err = str(exc)
    if err:
        LOG.warning('Detaching from erroneous nbd device returned error: %s', err)
    return False",1,FALSE,
opencensus-python,https://github.com/census-instrumentation/opencensus-python/tree/master/opencensus/stats/aggregation_data.py,DistributionAggregationData,increment_bucket_count$243,"for (ii, bb) in enumerate(self._bounds):
    if value < bb:
        self._counts_per_bucket[ii] += 1
        return ii
else:
    last_bucket_index = len(self._bounds)
    self._counts_per_bucket[last_bucket_index] += 1
    return last_bucket_index","for (ii, bb) in enumerate(self._bounds):
    if value < bb:
        self._counts_per_bucket[ii] += 1
        return ii

last_bucket_index = len(self._bounds)
self._counts_per_bucket[last_bucket_index] += 1
return last_bucket_index
",0,TRUE,
astropy,https://github.com/astropy/astropy/tree/master/astropy/io/fits/header.py,Header,index$1399,"for idx in range(start, stop, step):
    if self._cards[idx].keyword.upper() == norm_keyword:
        return idx
else:
    raise ValueError(f'The keyword {keyword!r} is not in the  header.')","for idx in range(start, stop, step):
    if self._cards[idx].keyword.upper() == norm_keyword:
        return idx

raise ValueError(f'The keyword {keyword!r} is not in the  header.')
",0,TRUE,
gallery-dl,https://github.com/mikf/gallery-dl/tree/master/gallery_dl/extractor/photobucket.py,PhotobucketImageExtractor,items$134,"while tries < 5:
    data = self.request(url, method='POST', params=params).json()
    image = data['mediaDocuments']
    if 'message' not in image:
        break
    tries += 1
    self.log.debug(image['message'])
else:
    raise exception.StopExtraction(image['message'])","flag_else = 1

while tries < 5:
    data = self.request(url, method='POST', params=params).json()
    image = data['mediaDocuments']
    if 'message' not in image:
        flag_else = 0
        break
    tries += 1
    self.log.debug(image['message'])
if flag_else:
    raise exception.StopExtraction(image['message'])",1,FALSE,
pyOCD,https://github.com/pyocd/pyOCD/tree/master/pyocd/target/builtin/target_s5js100.py,CortexM_S5JS100,reset$198,"while t_o.check():
    try:
        dhcsr_reg = self.read32(CortexM.DHCSR)
        LOG.debug('reg = %x', dhcsr_reg)
        if dhcsr_reg & CortexM.S_RESET_ST != 0:
            break
        sleep(0.1)
    except exceptions.TransferError:
        self.flush()
        self._ap.dp.connect()
        sleep(0.01)
else:
    raise exceptions.TimeoutError('Timeout waiting for reset')","flag_else = 1

while t_o.check():
    try:
        dhcsr_reg = self.read32(CortexM.DHCSR)
        LOG.debug('reg = %x', dhcsr_reg)
        if dhcsr_reg & CortexM.S_RESET_ST != 0:
            flag_else = 0
            break
        sleep(0.1)
    except exceptions.TransferError:
        self.flush()
        self._ap.dp.connect()
        sleep(0.01)
if flag_else:
    raise exceptions.TimeoutError('Timeout waiting for reset')",1,FALSE,
GotoX,https://github.com/SeaHOH/GotoX/tree/master/local/RangeFetch.py,RangeFetch,fetch$42,"while self.expect_begin < length:
    try:
        if has_peek:
            (begin, data) = data_queue.peek(timeout=peek_timeout)
            if self.expect_begin == begin:
                data_queue.get()
            elif self.expect_begin < begin:
                sleep(0.1)
                continue
            else:
                logging.error('%s RangeFetch 闂佹寧鐟ㄩ柨娑欑摤egin(%r) < expect_begin(%r)闁挎稑鐭傞柛', self.address_string(), begin, self.expect_begin)
                break
        else:
            (begin, data) = data_queue.get(timeout=peek_timeout)
            if self.expect_begin == begin:
                pass
            elif self.expect_begin < begin:
                data_queue.put((begin, data))
                sleep(0.1)
                continue
            else:
                logging.error('%s RangeFetch 闂佹寧鐟ㄩ柨娑欑摤egin(%r) < expect_begin(%r)闁挎稑鐭傞柛', self.address_string(), begin, self.expect_begin)
                break
    except queue.Empty:
        logging.error('%s data_queue peek 閻℃帒鎳忓炲倿鏁嶇规仧eak', self.address_string())
        break
    try:
        self.write(data)
        self.expect_begin += len(data)
    except Exception as e:
        logging.info('%s RangeFetch 闁哄牓宕烽幏宀绠鹃柟鎭掑劜閺屽洤闁%r, %r', self.address_string(), self.url, e)
        break
else:
    logging.info('%s RangeFetch 闁瑰瓨鍔曟慨娑氱懓鏈閸 %r', self.address_string(), self.url)","flag_else = 1

while self.expect_begin < length:
    try:
        if has_peek:
            (begin, data) = data_queue.peek(timeout=peek_timeout)
            if self.expect_begin == begin:
                data_queue.get()
            elif self.expect_begin < begin:
                sleep(0.1)
                continue
            else:
                logging.error('%s RangeFetch 闂佹寧鐟ㄩ柨娑欑摤egin(%r) < expect_begin(%r)闁挎稑鐭傞柛', self.address_string(), begin, self.expect_begin)
                flag_else = 0
                break
        else:
            (begin, data) = data_queue.get(timeout=peek_timeout)
            if self.expect_begin == begin:
                pass
            elif self.expect_begin < begin:
                data_queue.put((begin, data))
                sleep(0.1)
                continue
            else:
                logging.error('%s RangeFetch 闂佹寧鐟ㄩ柨娑欑摤egin(%r) < expect_begin(%r)闁挎稑鐭傞柛', self.address_string(), begin, self.expect_begin)
                flag_else = 0
                break
    except queue.Empty:
        logging.error('%s data_queue peek 閻℃帒鎳忓炲倿鏁嶇规仧eak', self.address_string())
        flag_else = 0
        break
    try:
        self.write(data)
        self.expect_begin += len(data)
    except Exception as e:
        logging.info('%s RangeFetch 闁哄牓宕烽幏宀绠鹃柟鎭掑劜閺屽洤闁%r, %r', self.address_string(), self.url, e)
        flag_else = 0
        break
if flag_else:
    logging.info('%s RangeFetch 闁瑰瓨鍔曟慨娑氱懓鏈閸 %r', self.address_string(), self.url)",4,FALSE,
core,https://github.com/home-assistant/core/tree/master/homeassistant/components/lcn/helpers.py,,import_lcn_config$148,"for device_config in data[host_name][CONF_DEVICES]:
    if address == device_config[CONF_ADDRESS]:
        break
else:
    device_config = {CONF_ADDRESS: address, CONF_NAME: '', CONF_HARDWARE_SERIAL: -1, CONF_SOFTWARE_SERIAL: -1, CONF_HARDWARE_TYPE: -1}
    data[host_name][CONF_DEVICES].append(device_config)","flag_else = 1

for device_config in data[host_name][CONF_DEVICES]:
    if address == device_config[CONF_ADDRESS]:
        flag_else = 0
        break
if flag_else:
    device_config = {CONF_ADDRESS: address, CONF_NAME: '', CONF_HARDWARE_SERIAL: -1, CONF_SOFTWARE_SERIAL: -1, CONF_HARDWARE_TYPE: -1}
    data[host_name][CONF_DEVICES].append(device_config)",1,FALSE,
astropy,https://github.com/astropy/astropy/tree/master/astropy/io/ascii/ui.py,,_guess$449,"for guess_kwargs in filtered_guess_kwargs:
    t0 = time.time()
    try:
        if 'Reader' not in read_kwargs:
            guess_kwargs['strict_names'] = True
        reader = get_reader(**guess_kwargs)
        reader.guessing = True
        dat = reader.read(table)
        _read_trace.append({'kwargs': copy.deepcopy(guess_kwargs), 'Reader': reader.__class__, 'status': 'Success (guessing)', 'dt': f'{(time.time() - t0) * 1000:.3f} ms'})
        return dat
    except guess_exception_classes as err:
        _read_trace.append({'kwargs': copy.deepcopy(guess_kwargs), 'status': f'{err.__class__.__name__}: {str(err)}', 'dt': f'{(time.time() - t0) * 1000:.3f} ms'})
        failed_kwargs.append(guess_kwargs)
else:
    try:
        reader = get_reader(**read_kwargs)
        dat = reader.read(table)
        _read_trace.append({'kwargs': copy.deepcopy(read_kwargs), 'Reader': reader.__class__, 'status': 'Success with original kwargs without strict_names (guessing)'})
        return dat
    except guess_exception_classes as err:
        _read_trace.append({'kwargs': copy.deepcopy(read_kwargs), 'status': f'{err.__class__.__name__}: {str(err)}'})
        failed_kwargs.append(read_kwargs)
        lines = ['\nERROR: Unable to guess table format with the guesses listed below:']
        for kwargs in failed_kwargs:
            sorted_keys = sorted((x for x in sorted(kwargs) if x not in ('Reader', 'Outputter')))
            reader_repr = repr(kwargs.get('Reader', basic.Basic))
            keys_vals = ['Reader:' + re.search(""\\.(\\w+)'>"", reader_repr).group(1)]
            kwargs_sorted = ((key, kwargs[key]) for key in sorted_keys)
            keys_vals.extend([f'{key}: {val!r}' for (key, val) in kwargs_sorted])
            lines.append(' '.join(keys_vals))
        msg = ['', '************************************************************************', '** ERROR: Unable to guess table format with the guesses listed above. **', '**                                                                    **', '** To figure out why the table did not read, use guess=False and      **', '** fast_reader=False, along with any appropriate arguments to read(). **', '** In particular specify the format and any known attributes like the **', '** delimiter.                                                         **', '************************************************************************']
        lines.extend(msg)
        raise core.InconsistentTableError('\n'.join(lines)) from None","for guess_kwargs in filtered_guess_kwargs:
    t0 = time.time()
    try:
        if 'Reader' not in read_kwargs:
            guess_kwargs['strict_names'] = True
        reader = get_reader(**guess_kwargs)
        reader.guessing = True
        dat = reader.read(table)
        _read_trace.append({'kwargs': copy.deepcopy(guess_kwargs), 'Reader': reader.__class__, 'status': 'Success (guessing)', 'dt': f'{(time.time() - t0) * 1000:.3f} ms'})
        return dat
    except guess_exception_classes as err:
        _read_trace.append({'kwargs': copy.deepcopy(guess_kwargs), 'status': f'{err.__class__.__name__}: {str(err)}', 'dt': f'{(time.time() - t0) * 1000:.3f} ms'})
        failed_kwargs.append(guess_kwargs)

try:
    reader = get_reader(**read_kwargs)
    dat = reader.read(table)
    _read_trace.append({'kwargs': copy.deepcopy(read_kwargs), 'Reader': reader.__class__, 'status': 'Success with original kwargs without strict_names (guessing)'})
    return dat
except guess_exception_classes as err:
    _read_trace.append({'kwargs': copy.deepcopy(read_kwargs), 'status': f'{err.__class__.__name__}: {str(err)}'})
    failed_kwargs.append(read_kwargs)
    lines = ['\nERROR: Unable to guess table format with the guesses listed below:']
    for kwargs in failed_kwargs:
        sorted_keys = sorted((x for x in sorted(kwargs) if x not in ('Reader', 'Outputter')))
        reader_repr = repr(kwargs.get('Reader', basic.Basic))
        keys_vals = ['Reader:' + re.search(""\\.(\\w+)'>"", reader_repr).group(1)]
        kwargs_sorted = ((key, kwargs[key]) for key in sorted_keys)
        keys_vals.extend([f'{key}: {val!r}' for (key, val) in kwargs_sorted])
        lines.append(' '.join(keys_vals))
    msg = ['', '************************************************************************', '** ERROR: Unable to guess table format with the guesses listed above. **', '**                                                                    **', '** To figure out why the table did not read, use guess=False and      **', '** fast_reader=False, along with any appropriate arguments to read(). **', '** In particular specify the format and any known attributes like the **', '** delimiter.                                                         **', '************************************************************************']
    lines.extend(msg)
    raise core.InconsistentTableError('\n'.join(lines)) from None
",0,TRUE,
nnabla,https://github.com/sony/nnabla/tree/master/python/src/nnabla/utils/get_file_handle.py,,_load_files$360,"for (supported_extensions, file_loader) in file_loaders.items():
    if ext in supported_extensions:
        file_loader(ctx, file_loaders, None, filename, ext)
        handled = True
else:
    if not handled:
        logger.warn('{} is omitted.'.format(filename))","for (supported_extensions, file_loader) in file_loaders.items():
    if ext in supported_extensions:
        file_loader(ctx, file_loaders, None, filename, ext)
        handled = True

if not handled:
    logger.warn('{} is omitted.'.format(filename))
",0,TRUE,
nbviewer,https://github.com/jupyter/nbviewer/tree/master/nbviewer/_version.py,,run_command$69,"for c in commands:
    try:
        dispcmd = str([c] + args)
        p = subprocess.Popen([c] + args, cwd=cwd, env=env, stdout=subprocess.PIPE, stderr=subprocess.PIPE if hide_stderr else None)
        break
    except OSError:
        e = sys.exc_info()[1]
        if e.errno == errno.ENOENT:
            continue
        if verbose:
            print('unable to run %s' % dispcmd)
            print(e)
        return (None, None)
else:
    if verbose:
        print(f'unable to find command, tried {commands}')
    return (None, None)","flag_else = 1

for c in commands:
    try:
        dispcmd = str([c] + args)
        p = subprocess.Popen([c] + args, cwd=cwd, env=env, stdout=subprocess.PIPE, stderr=subprocess.PIPE if hide_stderr else None)
        flag_else = 0
        break
    except OSError:
        e = sys.exc_info()[1]
        if e.errno == errno.ENOENT:
            continue
        if verbose:
            print('unable to run %s' % dispcmd)
            print(e)
        return (None, None)
if flag_else:
    if verbose:
        print(f'unable to find command, tried {commands}')
    return (None, None)",1,FALSE,
FileMonitor,https://github.com/TheKingOfDuck/FileMonitor/tree/master/watchdog/utils/echo.py,,is_static_method$49,"for c in klass.mro():
    if name(method) in c.__dict__:
        return isinstance(c.__dict__[name(method)], staticmethod)
else:
    return False","for c in klass.mro():
    if name(method) in c.__dict__:
        return isinstance(c.__dict__[name(method)], staticmethod)

return False
",0,TRUE,
vprof,https://github.com/nvdv/vprof/tree/master/examples/permutations.py,,permutations$9,"for i in reversed(range(r)):
    cycles[i] -= 1
    if cycles[i] == 0:
        indices[i:] = indices[i + 1:] + indices[i:i + 1]
        cycles[i] = n - i
    else:
        j = cycles[i]
        (indices[i], indices[-j]) = (indices[-j], indices[i])
        yield tuple((pool[i] for i in indices[:r]))
        break
else:
    return","flag_else = 1

for i in reversed(range(r)):
    cycles[i] -= 1
    if cycles[i] == 0:
        indices[i:] = indices[i + 1:] + indices[i:i + 1]
        cycles[i] = n - i
    else:
        j = cycles[i]
        (indices[i], indices[-j]) = (indices[-j], indices[i])
        yield tuple((pool[i] for i in indices[:r]))
        flag_else = 0
        break
if flag_else:
    return",1,FALSE,
