repo_name,file_html,cl,me,simple_code,cmplete_code,count_tmp,count_targets,count_star_total,count_tmp_func,
dagster,https://github.com/dagster-io/dagster/tree/master/helm/dagster/schema/schema_tests/test_workspace.py,,test_workspace_external_configmap_not_present$209,"(_, err) = capfd.readouterr()","tmp_fun_0 = capfd.readouterr()
_ = tmp_fun_0[0]
err = tmp_fun_0[1]
",0,0,0,1,
pytorch_tabular,https://github.com/manujosephv/pytorch_tabular/tree/master/pytorch_tabular/models/category_embedding/category_embedding_model.py,CategoryEmbeddingBackbone,unpack_input$55,"(continuous_data, categorical_data) = (x['continuous'], x['categorical'])","continuous_data = x['continuous']
categorical_data = x['categorical']
",0,0,0,0,
colour,https://github.com/colour-science/colour/tree/master/colour/plotting/models.py,,ellipses_MacAdam1942$1130,"(x, y, _a, _b, _theta, a, b, theta) = tsplit(DATA_MACADAM_1942_ELLIPSES)","tmp_fun_0 = tsplit(DATA_MACADAM_1942_ELLIPSES)
x = tmp_fun_0[0]
y = tmp_fun_0[1]
_a = tmp_fun_0[2]
_b = tmp_fun_0[3]
_theta = tmp_fun_0[4]
a = tmp_fun_0[5]
b = tmp_fun_0[6]
theta = tmp_fun_0[7]
",0,0,0,1,
ja3,https://github.com/salesforce/ja3/tree/master/python/ja3/ja3.py,,process_pcap$138,"(records, bytes_used) = dpkt.ssl.tls_multi_factory(tcp.data)","tmp_fun_0 = dpkt.ssl.tls_multi_factory(tcp.data)
records = tmp_fun_0[0]
bytes_used = tmp_fun_0[1]
",0,0,0,1,
data-science-competition,https://github.com/DLLXW/data-science-competition/tree/master/else/Chick-Counting/detect/utils/augmentations.py,,cutout$238,"(h, w) = im.shape[:2]","h = im.shape[:2][0]
w = im.shape[:2][1]
",0,0,0,0,
joinmarket-clientserver,https://github.com/JoinMarket-Org/joinmarket-clientserver/tree/master/jmclient/test/test_yieldgenerator.py,OidToOrderTests,test_extra_with_dust_threshold$152,"(utxos, cj_addr, change_addr) = self.call_oid_to_order(yg, 500)","tmp_fun_0 = self.call_oid_to_order(yg, 500)
utxos = tmp_fun_0[0]
cj_addr = tmp_fun_0[1]
change_addr = tmp_fun_0[2]
",0,0,0,1,
gyroflow,https://github.com/ElvinC/gyroflow/tree/master//gyrolog.py,RuncamData,guess_log_from_videofile$750,"(path, fname) = os.path.split(videofile)","tmp_fun_0 = os.path.split(videofile)
path = tmp_fun_0[0]
fname = tmp_fun_0[1]
",0,0,0,1,
SSL4MIS,https://github.com/HiLab-git/SSL4MIS/tree/master/code/dataloaders/utils.py,,cross_entropy2d$123,"(n, c, h, w) = logit.size()","tmp_fun_0 = logit.size()
n = tmp_fun_0[0]
c = tmp_fun_0[1]
h = tmp_fun_0[2]
w = tmp_fun_0[3]
",0,0,0,1,
hangoutsbot,https://github.com/hangoutsbot/hangoutsbot/tree/master/hangupsbot/commands/basic.py,,help$37,"[help_chat_id, help_conv_id] = args","help_chat_id = args[0]
help_conv_id = args[1]
",0,0,0,0,
fonttools,https://github.com/fonttools/fonttools/tree/master/Lib/fontTools/pens/momentsPen.py,MomentsPen,_curveToOne$134,"(x2, y2) = p2","x2 = p2[0]
y2 = p2[1]
",0,0,0,0,
detectron2,https://github.com/facebookresearch/detectron2/tree/master/detectron2/export/caffe2_inference.py,ProtobufModel,_infer_output_devices$48,"(ssa, versions) = core.get_ssa(predict_net)","tmp_fun_0 = core.get_ssa(predict_net)
ssa = tmp_fun_0[0]
versions = tmp_fun_0[1]
",0,0,0,1,
xonsh,https://github.com/xonsh/xonsh/tree/master/tests/test_lazyjson.py,,test_index_str$15,"(s, obs) = index('wakka')","tmp_fun_0 = index('wakka')
s = tmp_fun_0[0]
obs = tmp_fun_0[1]
",0,0,0,1,
python-docs-samples,https://github.com/GoogleCloudPlatform/python-docs-samples/tree/master/jobs/v3/api_client/commute_search_sample_test.py,,test_commute_search_sample$30,"(out, _) = capsys.readouterr()","tmp_fun_0 = capsys.readouterr()
out = tmp_fun_0[0]
_ = tmp_fun_0[1]
",0,0,0,1,
cherrypy,https://github.com/cherrypy/cherrypy/tree/master/cherrypy/_cptools.py,Toolbox,__enter__$437,"(toolname, arg) = k.split('.', 1)","tmp_fun_0 = k.split('.', 1)
toolname = tmp_fun_0[0]
arg = tmp_fun_0[1]
",0,0,0,1,
pgmpy,https://github.com/pgmpy/pgmpy/tree/master/pgmpy/estimators/ScoreCache.py,LRUCache,__call__$82,mapping[key] = last[_NEXT] = tail[_PREV] = link,"tmp_value = link
mapping[key] = tmp_value
last[_NEXT] = tmp_value
tail[_PREV] = tmp_value
",0,3,0,0,
baserow,https://github.com/bram2w/baserow/tree/master/backend/tests/baserow/api/groups/test_group_invitation_views.py,,test_list_group_invitations$18,"(user_1, token_1) = data_fixture.create_user_and_token(email='test1@test.nl')","tmp_fun_0 = data_fixture.create_user_and_token(email='test1@test.nl')
user_1 = tmp_fun_0[0]
token_1 = tmp_fun_0[1]
",0,0,0,1,
scipy,https://github.com/scipy/scipy/tree/master/scipy/sparse/tests/test_base.py,_NonCanonicalCompressedMixin,_arg1_for_noncanonical$4688,"(data, indices, indptr) = _same_sum_duplicate(M.data, M.indices, indptr=M.indptr)","tmp_fun_0 = _same_sum_duplicate(M.data, M.indices, indptr=M.indptr)
data = tmp_fun_0[0]
indices = tmp_fun_0[1]
indptr = tmp_fun_0[2]
",0,0,0,1,
dulwich,https://github.com/dulwich/dulwich/tree/master/dulwich/tests/test_client.py,TestGetTransportAndPathFromUrl,test_ssh_homepath$636,"(c, path) = get_transport_and_path_from_url('git+ssh://foo.com/~/bar/baz')","tmp_fun_0 = get_transport_and_path_from_url('git+ssh://foo.com/~/bar/baz')
c = tmp_fun_0[0]
path = tmp_fun_0[1]
",0,0,0,1,
two-stream-pytorch,https://github.com/bryanyzhu/two-stream-pytorch/tree/master/datasets/build_file_list.py,,build_set_list$42,"(rgb_list, flow_list) = (list(), list())","rgb_list = list()
flow_list = list()
",0,0,0,0,
DeepPavlov,https://github.com/deepmipt/DeepPavlov/tree/master/deeppavlov/core/layers/tf_layers.py,,cudnn_compatible_gru$557,"(h, h_last) = tf.nn.dynamic_rnn(cell=cell, inputs=units, time_major=True, initial_state=tuple(tf.unstack(initial_h, axis=0)))","tmp_fun_0 = tf.nn.dynamic_rnn(cell=cell, inputs=units, time_major=True, initial_state=tuple(tf.unstack(initial_h, axis=0)))
h = tmp_fun_0[0]
h_last = tmp_fun_0[1]
",0,0,0,1,
dynaconf,https://github.com/rochacbruno/dynaconf/tree/master/dynaconf/vendor/ruamel/yaml/cyaml.py,CBaseDumper,__init__$16,A._emitter = A._serializer = A._representer = A,"tmp_value = A
A._emitter = tmp_value
A._serializer = tmp_value
A._representer = tmp_value
",0,3,0,0,
tensorflow-for-poets-2,https://github.com/googlecodelabs/tensorflow-for-poets-2/tree/master/scripts/retrain.py,,main$967,"(train_accuracy, cross_entropy_value) = sess.run([evaluation_step, cross_entropy], feed_dict={bottleneck_input: train_bottlenecks, ground_truth_input: train_ground_truth})","tmp_fun_0 = sess.run([evaluation_step, cross_entropy], feed_dict={bottleneck_input: train_bottlenecks, ground_truth_input: train_ground_truth})
train_accuracy = tmp_fun_0[0]
cross_entropy_value = tmp_fun_0[1]
",0,0,0,1,
HanLP,https://github.com/hankcs/HanLP/tree/master/hanlp/components/parsers/biaffine/biaffine_model.py,EncoderWithContextualLayer,forward$89,"(batch_size, seq_len) = mask.shape","batch_size = mask.shape[0]
seq_len = mask.shape[1]
",0,0,0,0,
video-object-removal,https://github.com/zllrunning/video-object-removal/tree/master/get_mask/test.py,,generate_anchor$117,"(xx, yy) = (np.tile(xx.flatten(), (anchor_num, 1)).flatten(), np.tile(yy.flatten(), (anchor_num, 1)).flatten())","xx = np.tile(xx.flatten(), (anchor_num, 1)).flatten()
yy = np.tile(yy.flatten(), (anchor_num, 1)).flatten()
",0,0,0,0,
PaddleViT,https://github.com/BR-IDL/PaddleViT/tree/master/image_classification/CrossViT/t2t.py,Attention,forward$149,"(q, k, v) = (qkv[0], qkv[1], qkv[2])","q = qkv[0]
k = qkv[1]
v = qkv[2]
",0,0,0,0,
galaxy,https://github.com/ansible/galaxy/tree/master/test/unit/app/authnz/test_custos_authnz.py,CustosAuthnzTestCase,test_callback_user_not_created_when_does_not_exists$348,"(login_redirect_url, user) = self.custos_authnz.callback(state_token='xxx', authz_code=self.test_code, trans=self.trans, login_redirect_url='http://localhost:8000/')","tmp_fun_0 = self.custos_authnz.callback(state_token='xxx', authz_code=self.test_code, trans=self.trans, login_redirect_url='http://localhost:8000/')
login_redirect_url = tmp_fun_0[0]
user = tmp_fun_0[1]
",0,0,0,1,
ccm,https://github.com/riptano/ccm/tree/master/ccmlib/node.py,Node,get_sstable_data_files$2214,"(out, _, _) = handle_external_tool_process(p, ['sstableutil', '--type', 'final', ks, table])","tmp_fun_0 = handle_external_tool_process(p, ['sstableutil', '--type', 'final', ks, table])
out = tmp_fun_0[0]
_ = tmp_fun_0[1]
_ = tmp_fun_0[2]
",0,0,0,1,
ML_CIA,https://github.com/gutouyu/ML_CIA/tree/master/AFM/AFM.py,,decode_libsvm$12,"(feat_ids, feat_vals) = tf.split(id_vals, num_or_size_splits=2, axis=1)","tmp_fun_0 = tf.split(id_vals, num_or_size_splits=2, axis=1)
feat_ids = tmp_fun_0[0]
feat_vals = tmp_fun_0[1]
",0,0,0,1,
librosa,https://github.com/librosa/librosa/tree/master/librosa/sequence.py,,dtw$56,"(D, steps) = __dtw_calc_accu_cost(C, D, steps, step_sizes_sigma, weights_mul, weights_add, max_0, max_1)","tmp_fun_0 = __dtw_calc_accu_cost(C, D, steps, step_sizes_sigma, weights_mul, weights_add, max_0, max_1)
D = tmp_fun_0[0]
steps = tmp_fun_0[1]
",0,0,0,1,
RepDistiller,https://github.com/HobbitLong/RepDistiller/tree/master/models/ShuffleNetv1.py,ShuffleNet,forward$95,"(out, f3_pre) = self.layer3(out)","tmp_fun_0 = self.layer3(out)
out = tmp_fun_0[0]
f3_pre = tmp_fun_0[1]
",0,0,0,1,
xkcd-font,https://github.com/ipython/xkcd-font/tree/master/xkcd-script/generator/pt4_svg_to_font.py,,scale_glyph$122,"(import_width, import_height) = (import_bbox[2] - import_bbox[0], import_bbox[3] - import_bbox[1])","import_width = import_bbox[2] - import_bbox[0]
import_height = import_bbox[3] - import_bbox[1]
",0,0,0,0,
scenic,https://github.com/google-research/scenic/tree/master/scenic/model_lib/matchers/hungarian_jax.py,,row_scan_fn$31,"(_, j0) = state","_ = state[0]
j0 = state[1]
",0,0,0,0,
sympy,https://github.com/sympy/sympy/tree/master/sympy/physics/control/tests/test_lti.py,,test_TransferFunction_functions$124,"(p3, p4) = (c1 * p, d2 * p ** 3 + d1 * p ** 2 - d0)","p3 = c1 * p
p4 = d2 * p ** 3 + d1 * p ** 2 - d0
",0,0,0,0,
AutoDL-Projects,https://github.com/D-X-Y/AutoDL-Projects/tree/master/exps/NATS-Bench/draw-fig2_5.py,,visualize_tss_info$260,"(fig, axs) = plt.subplots(1, 4, figsize=figsize)","tmp_fun_0 = plt.subplots(1, 4, figsize=figsize)
fig = tmp_fun_0[0]
axs = tmp_fun_0[1]
",0,0,0,1,
river,https://github.com/online-ml/river/tree/master/river/utils/param_grid.py,,expand_tuple$108,"(klass, params) = t","klass = t[0]
params = t[1]
",0,0,0,0,
hfnet,https://github.com/ethz-asl/hfnet/tree/master/colmap-helpers/internal/frame_matching.py,,baseline_sift_matching$6,"(kp2, des2) = sift.detectAndCompute(img2, None)","tmp_fun_0 = sift.detectAndCompute(img2, None)
kp2 = tmp_fun_0[0]
des2 = tmp_fun_0[1]
",0,0,0,1,
hmr,https://github.com/akanazawa/hmr/tree/master/src/data_loader.py,DataLoader,get_loader_w3d$104,"(image_batch, label_batch, label3d_batch, bool_batch) = tf.train.shuffle_batch([image, label, label3d, has_3dgt], batch_size=self.batch_size, num_threads=8, capacity=capacity, min_after_dequeue=min_after_dequeue, enqueue_many=True, name='input_batch_train_3d')","tmp_fun_0 = tf.train.shuffle_batch([image, label, label3d, has_3dgt], batch_size=self.batch_size, num_threads=8, capacity=capacity, min_after_dequeue=min_after_dequeue, enqueue_many=True, name='input_batch_train_3d')
image_batch = tmp_fun_0[0]
label_batch = tmp_fun_0[1]
label3d_batch = tmp_fun_0[2]
bool_batch = tmp_fun_0[3]
",0,0,0,1,
deep-learning-from-scratch-2,https://github.com/oreilly-japan/deep-learning-from-scratch-2/tree/master/common/trainer.py,Trainer,fit$19,"(params, grads) = remove_duplicate(model.params, model.grads)","tmp_fun_0 = remove_duplicate(model.params, model.grads)
params = tmp_fun_0[0]
grads = tmp_fun_0[1]
",0,0,0,1,
cozmo-python-sdk,https://github.com/anki/cozmo-python-sdk/tree/master/examples/apps/color_finder.py,,hsv_color_distance_sqr$74,"(h, s, v) = color","h = color[0]
s = color[1]
v = color[2]
",0,0,0,0,
KivyMD,https://github.com/kivymd/KivyMD/tree/master/kivymd/uix/toolbar/toolbar.py,NotchedBox,_update_canvas$441,"(right_vertices, right_indices) = self._make_vertices_indices(raw_vertices_right)","tmp_fun_0 = self._make_vertices_indices(raw_vertices_right)
right_vertices = tmp_fun_0[0]
right_indices = tmp_fun_0[1]
",0,0,0,1,
HanLP,https://github.com/hankcs/HanLP/tree/master/hanlp/components/sts/transformer_sts.py,TransformerSemanticTextualSimilarity,build_optimizer$64,"(optimizer, scheduler) = build_optimizer_scheduler_with_transformer(self.model, self.model.base_model, lr, transformer_lr, num_training_steps, warmup_steps, weight_decay, adam_epsilon)","tmp_fun_0 = build_optimizer_scheduler_with_transformer(self.model, self.model.base_model, lr, transformer_lr, num_training_steps, warmup_steps, weight_decay, adam_epsilon)
optimizer = tmp_fun_0[0]
scheduler = tmp_fun_0[1]
",0,0,0,1,
python_video_stab,https://github.com/AdamSpannbauer/python_video_stab/tree/master/vidstab/VidStab.py,VidStab,__init__$67,self.trajectory = self.smoothed_trajectory = self.transforms = None,"tmp_value = None
self.trajectory = tmp_value
self.smoothed_trajectory = tmp_value
self.transforms = tmp_value
",0,3,0,0,
uda,https://github.com/google-research/uda/tree/master/text/uda.py,,model_fn$229,"(train_op, curr_lr) = optimization.create_optimizer(total_loss, learning_rate, num_train_steps, num_warmup_steps, use_tpu, clip_norm, global_step)","tmp_fun_0 = optimization.create_optimizer(total_loss, learning_rate, num_train_steps, num_warmup_steps, use_tpu, clip_norm, global_step)
train_op = tmp_fun_0[0]
curr_lr = tmp_fun_0[1]
",0,0,0,1,
scikit-video,https://github.com/scikit-video/scikit-video/tree/master/skvideo/utils/edge.py,,canny$30,"(labels, count) = scipy.ndimage.label(low_mask, strel)","tmp_fun_0 = scipy.ndimage.label(low_mask, strel)
labels = tmp_fun_0[0]
count = tmp_fun_0[1]
",0,0,0,1,
PaddleSlim,https://github.com/PaddlePaddle/PaddleSlim/tree/master/paddleslim/nas/ofa/utils/nlp_utils.py,,_prepare_qkv$174,"(k, v) = (cache.k, cache.v)","k = cache.k
v = cache.v
",0,0,0,0,
librosa,https://github.com/librosa/librosa/tree/master/tests/test_multichannel.py,,test_melspectrogram_multi_time$695,"(y, sr) = y_multi","y = y_multi[0]
sr = y_multi[1]
",0,0,0,0,
YOLOv5-Lite,https://github.com/ppogg/YOLOv5-Lite/tree/master/utils/datasets.py,,load_mosaic$671,"(img4, labels4) = random_perspective(img4, labels4, segments4, degrees=self.hyp['degrees'], translate=self.hyp['translate'], scale=self.hyp['scale'], shear=self.hyp['shear'], perspective=self.hyp['perspective'], border=self.mosaic_border)","tmp_fun_0 = random_perspective(img4, labels4, segments4, degrees=self.hyp['degrees'], translate=self.hyp['translate'], scale=self.hyp['scale'], shear=self.hyp['shear'], perspective=self.hyp['perspective'], border=self.mosaic_border)
img4 = tmp_fun_0[0]
labels4 = tmp_fun_0[1]
",0,0,0,1,
causalnex,https://github.com/quantumblacklabs/causalnex/tree/master/tests/structure/data_generators/test_wrappers.py,TestGenerateStationaryDynamicStructureAndSamples,test_fail_to_find_stationary_network$861,"(_, df, _, _) = gen_stationary_dyn_net_and_df(n_samples=1000, p=1, w_min_inter=0.6, w_max_inter=0.6, max_data_gen_trials=20, degree_intra=4, degree_inter=7)","tmp_fun_0 = gen_stationary_dyn_net_and_df(n_samples=1000, p=1, w_min_inter=0.6, w_max_inter=0.6, max_data_gen_trials=20, degree_intra=4, degree_inter=7)
_ = tmp_fun_0[0]
df = tmp_fun_0[1]
_ = tmp_fun_0[2]
_ = tmp_fun_0[3]
",0,0,0,1,
jax,https://github.com/google/jax/tree/master/jaxlib/cusolver.py,,gesvd$302,"(lwork, opaque) = _cusolver.build_gesvd_descriptor(np.dtype(dtype), b, m, n, compute_uv, full_matrices)","tmp_fun_0 = _cusolver.build_gesvd_descriptor(np.dtype(dtype), b, m, n, compute_uv, full_matrices)
lwork = tmp_fun_0[0]
opaque = tmp_fun_0[1]
",0,0,0,1,
koalas,https://github.com/databricks/koalas/tree/master/databricks/koalas/tests/test_series.py,SeriesTest,test_align$2869,"(pser_l, pser_r) = pdf.a.align(pdf.b, join=join, axis=axis)","tmp_fun_0 = pdf.a.align(pdf.b, join=join, axis=axis)
pser_l = tmp_fun_0[0]
pser_r = tmp_fun_0[1]
",0,0,0,1,
Deep-Reinforcement-Learning-Hands-On,https://github.com/PacktPublishing/Deep-Reinforcement-Learning-Hands-On/tree/master/Chapter18/lib/mcts.py,MCTS,search_minibatch$91,"(logits_v, values_v) = net(batch_v)","tmp_fun_0 = net(batch_v)
logits_v = tmp_fun_0[0]
values_v = tmp_fun_0[1]
",0,0,0,1,
pycoin,https://github.com/richardkiss/pycoin/tree/master/pycoin/message/PeerAddress.py,PeerAddress,parse$45,"(services, ip_bin, port) = parse_struct('Q@h', f)","tmp_fun_0 = parse_struct('Q@h', f)
services = tmp_fun_0[0]
ip_bin = tmp_fun_0[1]
port = tmp_fun_0[2]
",0,0,0,1,
InstaLooter,https://github.com/althonos/InstaLooter/tree/master/instalooter/medias.py,TimedMediasIterator,__init__$103,"(self.start_time, self.end_time) = self.get_times(timeframe)","tmp_fun_0 = self.get_times(timeframe)
self.start_time = tmp_fun_0[0]
self.end_time = tmp_fun_0[1]
",0,0,0,1,
mypaint,https://github.com/mypaint/mypaint/tree/master/gui/spinbox.py,ItemSpinBox,_update_label$100,"(value, text) = self._model[self._model_index]","value = self._model[self._model_index][0]
text = self._model[self._model_index][1]
",0,0,0,0,
keras-retinanet,https://github.com/fizyr/keras-retinanet/tree/master/keras_retinanet/models/densenet.py,,densenet_retinanet$71,"(blocks, creator) = allowed_backbones[backbone]","blocks = allowed_backbones[backbone][0]
creator = allowed_backbones[backbone][1]
",0,0,0,0,
fairseq,https://github.com/pytorch/fairseq/tree/master/fairseq/data/language_pair_dataset.py,,compute_alignment_weights$51,"(_, align_tgt_i, align_tgt_c) = torch.unique(align_tgt, return_inverse=True, return_counts=True)","tmp_fun_0 = torch.unique(align_tgt, return_inverse=True, return_counts=True)
_ = tmp_fun_0[0]
align_tgt_i = tmp_fun_0[1]
align_tgt_c = tmp_fun_0[2]
",0,0,0,1,
ansible,https://github.com/ansible/ansible/tree/master/test/units/executor/test_play_iterator.py,TestPlayIterator,test_play_iterator$53,"(host_state, task) = itr.get_next_task_for_host(hosts[0])","tmp_fun_0 = itr.get_next_task_for_host(hosts[0])
host_state = tmp_fun_0[0]
task = tmp_fun_0[1]
",0,0,0,1,
khaiii,https://github.com/kakao/khaiii/tree/master/rsc/bin/compile_restore.py,,_make_bin$58,"(char_val, tag_val) = char_tag.rsplit('/', 1)","tmp_fun_0 = char_tag.rsplit('/', 1)
char_val = tmp_fun_0[0]
tag_val = tmp_fun_0[1]
",0,0,0,1,
kubediff,https://github.com/weaveworks/kubediff/tree/master/kubedifflib/_diff.py,,diff_not_equal$91,"(want_lines, have_lines) = (want.splitlines(), have.splitlines())","want_lines = want.splitlines()
have_lines = have.splitlines()
",0,0,0,0,
geemap,https://github.com/giswqs/geemap/tree/master/geemap/cartoee.py,,_add_bbox$733,"(xmin, ymin) = ax.transData.inverted().transform((xmin, ymin))","tmp_fun_0 = ax.transData.inverted().transform((xmin, ymin))
xmin = tmp_fun_0[0]
ymin = tmp_fun_0[1]
",0,0,0,1,
OpenNMT-tf,https://github.com/OpenNMT/OpenNMT-tf/tree/master/opennmt/layers/transformer.py,MultiHeadAttention,call$284,"(keys, values) = _compute_kv(memory)","tmp_fun_0 = _compute_kv(memory)
keys = tmp_fun_0[0]
values = tmp_fun_0[1]
",0,0,0,1,
chia-rosechain,https://github.com/snight1983/chia-rosechain/tree/master/chia/cmds/configure.py,,configure$10,"(host, port) = (':'.join(set_farmer_peer.split(':')[:-1]), set_farmer_peer.split(':')[-1])","host = ':'.join(set_farmer_peer.split(':')[:-1])
port = set_farmer_peer.split(':')[-1]
",0,0,0,0,
pyodide,https://github.com/pyodide/pyodide/tree/master/docs/sphinx_pyodide/tests/test_directives.py,,test_content$100,"[directive, name] = first_line.split('::')","tmp_fun_0 = first_line.split('::')
directive = tmp_fun_0[0]
name = tmp_fun_0[1]
",0,0,0,1,
pymc,https://github.com/pymc-devs/pymc/tree/master/pymc/step_methods/metropolis.py,CategoricalGibbsMetropolis,__init__$506,"((k_graph,), _) = rvs_to_value_vars((k_graph,), apply_transforms=True)","tmp_fun_0 = rvs_to_value_vars((k_graph,), apply_transforms=True)
k_graph = tmp_fun_0[0][0]
_ = tmp_fun_0[1]
",0,0,0,1,
POT,https://github.com/PythonOT/POT/tree/master/ot/bregman.py,,_convolutional_barycenter2d_debiased_log$2464,"(log_bar, c) = nx.zeros((2, width, height), type_as=A)","tmp_fun_0 = nx.zeros((2, width, height), type_as=A)
log_bar = tmp_fun_0[0]
c = tmp_fun_0[1]
",0,0,0,1,
Pillow,https://github.com/python-pillow/Pillow/tree/master/Tests/test_image_reduce.py,,assert_compare_images$172,"(a, b) = convert_to_comparable(a, b)","tmp_fun_0 = convert_to_comparable(a, b)
a = tmp_fun_0[0]
b = tmp_fun_0[1]
",0,0,0,1,
GANTheftAuto,https://github.com/Sentdex/GANTheftAuto/tree/master//trainer.py,Trainer,generator_trainstep$102,"(loss_dict, grads) = ({}, {})","loss_dict = {}
grads = {}
",0,0,0,0,
sphinx,https://github.com/sphinx-doc/sphinx/tree/master/sphinx/environment/collectors/toctree.py,TocTreeCollector,build_toc$57,"(*parents, _) = sig_node['_toc_parts']","parents = sig_node['_toc_parts'][0:-1]
_ = sig_node['_toc_parts'][1]
",0,0,1,0,
retopoflow,https://github.com/CGCookie/retopoflow/tree/master/addon_common/common/maths.py,Box2D,set$1408,"(ln, rn, wn) = (left is not None, right is not None, width is not None)","ln = left is not None
rn = right is not None
wn = width is not None
",0,0,0,0,
djongo,https://github.com/nesdis/djongo/tree/master/tests/django_tests/tests/v21/tests/model_formsets/tests.py,ModelFormsetTest,test_custom_save_method$454,"(poet1, poet2) = poets","poet1 = poets[0]
poet2 = poets[1]
",0,0,0,0,
maro,https://github.com/microsoft/maro/tree/master/maro/cli/utils/cmp.py,,resource_op$14,"(is_satisfied, updated_resource) = (True, {})","is_satisfied = True
updated_resource = {}
",0,0,0,0,
deep-learning-for-image-processing,https://github.com/WZMIAOMIAO/deep-learning-for-image-processing/tree/master/pytorch_classification/model_complexity/utils.py,,conv2d_cx$7,"(h, w, c) = (cx['h'], cx['w'], cx['c'])","h = cx['h']
w = cx['w']
c = cx['c']
",0,0,0,0,
scipy,https://github.com/scipy/scipy/tree/master/scipy/sparse/linalg/_eigen/arpack/arpack.py,_SymmetricArpackParams,extract$573,"(d, z, ierr) = self._arpack_extract(rvec, howmny, sselect, self.sigma, self.bmat, self.which, self.k, self.tol, self.resid, self.v, self.iparam[0:7], self.ipntr, self.workd[0:2 * self.n], self.workl, ierr)","tmp_fun_0 = self._arpack_extract(rvec, howmny, sselect, self.sigma, self.bmat, self.which, self.k, self.tol, self.resid, self.v, self.iparam[0:7], self.ipntr, self.workd[0:2 * self.n], self.workl, ierr)
d = tmp_fun_0[0]
z = tmp_fun_0[1]
ierr = tmp_fun_0[2]
",0,0,0,1,
torch-light,https://github.com/ne7ermore/torch-light/tree/master/retrieval-based-chatbots/model.py,Model,forward$46,"(utte_gru, _) = self.first_gru(utte_emb)","tmp_fun_0 = self.first_gru(utte_emb)
utte_gru = tmp_fun_0[0]
_ = tmp_fun_0[1]
",0,0,0,1,
AIF360,https://github.com/Trusted-AI/AIF360/tree/master/aif360/sklearn/preprocessing/reweighing.py,Reweighing,fit_transform$58,"(groups, self.prot_attr_) = check_groups(X, self.prot_attr)","tmp_fun_0 = check_groups(X, self.prot_attr)
groups = tmp_fun_0[0]
self.prot_attr_ = tmp_fun_0[1]
",0,0,0,1,
invoke,https://github.com/pyinvoke/invoke/tree/master/tests/program.py,initial_context,null_namespace_triggers_task_related_args$213,"(stdout, _) = run('--help', program=program)","tmp_fun_0 = run('--help', program=program)
stdout = tmp_fun_0[0]
_ = tmp_fun_0[1]
",0,0,0,1,
transformers,https://github.com/huggingface/transformers/tree/master/src/transformers/models/lxmert/modeling_tf_lxmert.py,TFLxmertForPreTraining,call$1290,"(lang_prediction_scores, cross_relationship_score) = self.cls(lang_output, pooled_output)","tmp_fun_0 = self.cls(lang_output, pooled_output)
lang_prediction_scores = tmp_fun_0[0]
cross_relationship_score = tmp_fun_0[1]
",0,0,0,1,
maml_rl,https://github.com/cbfinn/maml_rl/tree/master/rllab/algos/cma_es_lib.py,CMAEvolutionStrategy,tell$3553,"(cc, c1, cmu) = (sp.cc, sp.c1, sp.cmu)","cc = sp.cc
c1 = sp.c1
cmu = sp.cmu
",0,0,0,0,
Transfer-Learning-Library,https://github.com/thuml/Transfer-Learning-Library/tree/master/examples/domain_adaptation/image_regression/dd.py,,train$187,"(x_s, labels_s) = next(train_source_iter)","tmp_fun_0 = next(train_source_iter)
x_s = tmp_fun_0[0]
labels_s = tmp_fun_0[1]
",0,0,0,1,
MozDef,https://github.com/mozilla/MozDef/tree/master/tests/mq/plugins/test_cloudtrail.py,TestCloudtrailPlugin,test_incorrect_source$21,"(retmessage, retmeta) = self.plugin.onMessage(msg, {})","tmp_fun_0 = self.plugin.onMessage(msg, {})
retmessage = tmp_fun_0[0]
retmeta = tmp_fun_0[1]
",0,0,0,1,
fonttools,https://github.com/fonttools/fonttools/tree/master/Tests/feaLib/lexer_test.py,IncludingLexerTest,getpath$148,"(path, _) = os.path.split(__file__)","tmp_fun_0 = os.path.split(__file__)
path = tmp_fun_0[0]
_ = tmp_fun_0[1]
",0,0,0,1,
cifar-10-cnn,https://github.com/BIGBALLON/cifar-10-cnn/tree/master/Tensorflow_version/Network_in_Network_bn.py,,main$122,"(_, batch_loss, sum_op) = sess.run([train_op, loss, summary_op], feed_dict={x: batch_x, y_: batch_y, phase: True, keep_prob: FLAGS.dropout, learning_rate: lr})","tmp_fun_0 = sess.run([train_op, loss, summary_op], feed_dict={x: batch_x, y_: batch_y, phase: True, keep_prob: FLAGS.dropout, learning_rate: lr})
_ = tmp_fun_0[0]
batch_loss = tmp_fun_0[1]
sum_op = tmp_fun_0[2]
",0,0,0,1,
numpy,https://github.com/numpy/numpy/tree/master/numpy/core/_dtype.py,,_struct_list_str$279,"(fld_dtype, fld_offset, title) = _unpack_field(*dtype.fields[name])","(fld_dtype, fld_offset, title) = _unpack_field(*dtype.fields[name])
",0,0,1,0,
portia,https://github.com/scrapinghub/portia/tree/master/slyd/slyd/splash/ferry.py,PortiaJSApi,sendMessage$227,"(command, data) = json.loads(message)","tmp_fun_0 = json.loads(message)
command = tmp_fun_0[0]
data = tmp_fun_0[1]
",0,0,0,1,
